id,category,difficulty,sorun,prompt,answers,correct,explanation
offline_12755,Siyaset,2,answers,'yerel demokrasi' bi awayekî rast çawa tê ravekirin?,"kararların halka en yakın birimlerde alınması | Devleti aşan, ona alternatif bir öz yönetim | partilerde kadının eşit söz sahibi olma sistemi | halkın siyasi kararlara bizzat dahil olması",kararların halka en yakın birimlerde alınması,'yerel demokrasi' → kararların halka en yakın birimlerde alınması.
offline_12758,Siyaset,2,answers,Kîjan pênase bi 'demokratik siyaset' re li hev tê?,baskı ve tasfiye yerine diyalogu seçen siyaset tarzı | belediyeler ve yerel kurulların oluşturduğu yönetim | Farklı halkların eşit ve dayanışmacı birlikteliğini | kendi yasalarını yapabilen yerel parlamento yetkisi,baskı ve tasfiye yerine diyalogu seçen siyaset tarzı,'demokratik siyaset' → baskı ve tasfiye yerine diyalogu seçen siyaset tarzı.
offline_12760,Siyaset,1,answers,Di zanîna siyasetê de der barê 'demokratik özerklik' de ya rast kîjan e?,vatandaşların karar alma süreçlerine müdahil olması | yerelde kendi kendini yönetme ve karar alma statüsü | baskı ve tasfiye yerine diyalogu seçen siyaset tarzı | belediyeler ve yerel kurulların oluşturduğu yönetim,yerelde kendi kendini yönetme ve karar alma statüsü,'demokratik özerklik' → yerelde kendi kendini yönetme ve karar alma statüsü.
offline_12769,Siyaset,5,answers,Kîjan têgeha 'demokratik özerklik' di nav siyasetê de rast bi cih dike?,dernekler ve inisiyatiflerle yönetime müdahil olma | yerelde kendi kendini yönetme ve karar alma statüsü | toplumun dışarıdan baskı olmadan kendini yönetmesi | vatandaşların karar alma süreçlerine müdahil olması,yerelde kendi kendini yönetme ve karar alma statüsü,'demokratik özerklik' → yerelde kendi kendini yönetme ve karar alma statüsü.
offline_12771,Siyaset,2,answers,Têgiha 'demokratik ittifaklar' çi pêk tîne?,gücün tek merkezden yerel birimlere dağıtılması | anayasal güvence ve kültürel hakların tanınması | farklı muhalif grupların ortak barış platformu | bağımsız ve tarafsız mahkemelerde savunma hakkı,farklı muhalif grupların ortak barış platformu,'demokratik ittifaklar' → farklı muhalif grupların ortak barış platformu.
offline_12774,Siyaset,3,prompt+answers,'demokratik uzlaşı' tê çi wateyê?,"hakların kanunla koruma altına alınması | Kimlik, dil, statü ve haklar sorunu olarak | ortak yararda partilerin bir araya gelmesi | yerel bütçe ve hizmetleri kendi yönetme hakkı",ortak yararda partilerin bir araya gelmesi,'demokratik uzlaşı' → ortak yararda partilerin bir araya gelmesi.
offline_12776,Siyaset,3,prompt+answers,Têgiha 'toplumsal uzlaşı' çi pêk tîne?,"resmi ve kamusal alanlarda anadilinin kullanılması | Yerel yönetim, eğitim ve ekonomi gibi alanlarda | adaletsiz yasalara karşı barışçıl protesto biçimi | barışçıl çözüm için toplumun ortak karara varması",barışçıl çözüm için toplumun ortak karara varması,'toplumsal uzlaşı' → barışçıl çözüm için toplumun ortak karara varması.
offline_12779,Siyaset,1,prompt+answers,Bi 'statü hakkı' çi tê xwestin? ya rast çi ye?,Demokratik konfederalizm ve demokratik ulus tartışması | halkların kendi kimliğiyle tanınma ve yönetilme hakkı | farklı kimliklerin ve inançların eşit kabul edilmesi | Türkiye’de yasal pro-Kürt/sol-demokratik parti siyaseti,halkların kendi kimliğiyle tanınma ve yönetilme hakkı,'statü hakkı' → halkların kendi kimliğiyle tanınma ve yönetilme hakkı.
offline_12780,Siyaset,1,answers,Derbarê 'toplumsal muhalefet' de vebijêrka rast kîjan e?,"Yerel demokrasi, kadın özgürlüğü, ekoloji ve çoğulculuk | halkların kendi kimliğiyle tanınma ve yönetilme hakkı | resmi yönetime karşı halkın barışçıl tepki örgütlenmesi | Kapitalist modernite ve merkezi ulus-devlet eleştirisi",resmi yönetime karşı halkın barışçıl tepki örgütlenmesi,'toplumsal muhalefet' → resmi yönetime karşı halkın barışçıl tepki örgütlenmesi.
offline_12818,Siyaset,1,prompt+answers,Derbarê 'doğrudan katılım' de ravekirina rast kîjan e?,Kadın-erkek eşit temsili ve ortak yönetimi | halkın siyasi kararlara bizzat dahil olması | ortak yararda partilerin bir araya gelmesi | yerel kararların alındığı halk meclisleri,halkın siyasi kararlara bizzat dahil olması,'doğrudan katılım' → halkın siyasi kararlara bizzat dahil olması.
offline_12827,Siyaset,3,prompt+answers,Di xebatên siyasetê de 'Adil yargılanma' qet nayê bikaranîn.,Rast | Şaş,Şaş,'Adil yargılanma' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_12832,Siyaset,4,prompt+answers,'barışçıl çözüm' çawa tê pênasekirin?,"çatışmaları silah yerine diyalogla çözme iradesi | protesto, örgütlenme ve ifade özgürlüğü hakları | kaynakların ve hakların eşit paylaşılması ilkesi | anayasal güvence ve kültürel hakların tanınması",çatışmaları silah yerine diyalogla çözme iradesi,'barışçıl çözüm' → çatışmaları silah yerine diyalogla çözme iradesi.
offline_12834,Siyaset,1,answers,Siyaset literatüründe 'toplumsal muhalefet' yer almaz.,Rast | Şaş,Şaş,'toplumsal muhalefet' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_12854,Siyaset,4,prompt+answers,Derbarê 'sivil katılım' de ya rast a zanîn çi ye?,adaletsiz yasalara karşı barışçıl protesto biçimi | toplumun dışarıdan baskı olmadan kendini yönetmesi | dernekler ve inisiyatiflerle yönetime müdahil olma | barışçıl çözüm için toplumun ortak karara varması,dernekler ve inisiyatiflerle yönetime müdahil olma,'sivil katılım' → dernekler ve inisiyatiflerle yönetime müdahil olma.
offline_12863,Siyaset,2,answers,"'siyasi ahlak', Siyaset ile ilgili gerçek bir terimdir.",Rast | Şaş,Rast,'siyasi ahlak' Siyaset alanında geçerli bir kavramdır.
offline_12874,Siyaset,4,answers,'demokratik siyaset' bi tevahî li derveyî zanîna siyasetê ye.,Rast | Şaş,Şaş,'demokratik siyaset' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_12875,Siyaset,4,prompt+answers,Îfadeya ku têgiha 'kuvvetler ayrılığı' rast vedibêje kîjan e?,"Müzakere, demokratik reform ve hakların güvenceye alınması | farklı etnik ve inanç gruplarının huzurlu birlikteliği | yasama, yürütme ve yargının bağımsız olması | resmi yönetime karşı halkın barışçıl tepki örgütlenmesi","yasama, yürütme ve yargının bağımsız olması","'kuvvetler ayrılığı' → yasama, yürütme ve yargının bağımsız olması."
offline_12877,Siyaset,4,answers,Di qada siyasetê de 'Yerel yönetim' wek têgeheke derbasdar cih digire.,Rast | Şaş,Rast,'Yerel yönetim' Siyaset alanında geçerli bir kavramdır.
offline_12882,Siyaset,5,prompt+answers,Derbarê 'barış süreci' de vebijêrka rast kîjan e?,bağımsız ve tarafsız mahkemelerde savunma hakkı | çatışmalı ortamı diyalogla sonlandırma aşaması | gücün tek merkezden yerel birimlere dağıtılması | partilerde kadının eşit söz sahibi olma sistemi,çatışmalı ortamı diyalogla sonlandırma aşaması,'barış süreci' → çatışmalı ortamı diyalogla sonlandırma aşaması.
offline_12891,Siyaset,1,answers,Di zanîna siyasetê de der barê 'statü talebi' de ya rast kîjan e?,anayasal güvence ve kültürel hakların tanınması | çatışmaları silah yerine diyalogla çözme iradesi | çoğunluğa karşı farklı olan grupların korunması | çatışmalı ortamı diyalogla sonlandırma aşaması,anayasal güvence ve kültürel hakların tanınması,'statü talebi' → anayasal güvence ve kültürel hakların tanınması.
offline_12899,Siyaset,3,answers,Ji bo 'ademi merkeziyetçilik' ravekirina herî dirust kîjan e?,"Hem reel sosyalizmi hem kapitalizmi olduğu gibi | gücün tek merkezden yerel birimlere dağıtılması | protesto, örgütlenme ve ifade özgürlüğü hakları | kaynakların ve hakların eşit paylaşılması ilkesi",gücün tek merkezden yerel birimlere dağıtılması,'ademi merkeziyetçilik' → gücün tek merkezden yerel birimlere dağıtılması.
offline_12901,Siyaset,2,prompt+answers,Ji bo 'kuvvetler ayrılığı' ravekirina herî dirust kîjan e?,"Devleti aşan, ona alternatif bir öz yönetim | Devlet-dışı, tabandan örgütlenen öz yönetimi | ortak yararda partilerin bir araya gelmesi | yasama, yürütme ve yargının bağımsız olması","yasama, yürütme ve yargının bağımsız olması","'kuvvetler ayrılığı' → yasama, yürütme ve yargının bağımsız olması."
offline_12934,Siyaset,1,answers,Siyaset literatüründe 'statü talebi' yer almaz.,Rast | Şaş,Şaş,'statü talebi' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_12946,Siyaset,1,prompt+answers,Derbarê 'adil yargılanma' de vebijêrka rast kîjan e?,Farklı kimlik ve inançların bir arada yaşamasını | farklı muhalif grupların ortak barış platformu | anayasal güvence ve kültürel hakların tanınması | bağımsız ve tarafsız mahkemelerde savunma hakkı,bağımsız ve tarafsız mahkemelerde savunma hakkı,'adil yargılanma' → bağımsız ve tarafsız mahkemelerde savunma hakkı.
offline_12954,Siyaset,2,prompt+answers,Kîjan pênase bi 'siyasi katılım' re li hev tê?,halkın sadece seçimlerle yönetime katıldığı sistem | yerelde kendi kendini yönetme ve karar alma statüsü | vatandaşların karar alma süreçlerine müdahil olması | toplumun savaşsız bir ortamda yaşama evrensel hakkı,vatandaşların karar alma süreçlerine müdahil olması,'siyasi katılım' → vatandaşların karar alma süreçlerine müdahil olması.
offline_12961,Siyaset,1,answers,Der barê 'yerel meclisler' de ji bo siyasetê bijardeya rast kîjan e?,"Kimlik, dil, statü ve haklar sorunu olarak | mecliste ve sokakta hak arama kanalları | halkların kendi diliyle eğitim alma hakkı | yerel kararların alındığı halk meclisleri",yerel kararların alındığı halk meclisleri,'yerel meclisler' → yerel kararların alındığı halk meclisleri.
offline_12965,Siyaset,2,prompt+answers,Derbarê 'yerel özerklik şartı' de ravekirina rast kîjan e?,belediyeler ve yerel kurulların oluşturduğu yönetim | yerel yönetimlerin gücünü artıran uluslararası belge | vatandaşların karar alma süreçlerine müdahil olması | Yasal düzenlemeler ve demokratik entegrasyon adımları,yerel yönetimlerin gücünü artıran uluslararası belge,'yerel özerklik şartı' → yerel yönetimlerin gücünü artıran uluslararası belge.
offline_12981,Siyaset,1,prompt+answers,Derbarê 'anadilinde eğitim' de vebijêrka rast kîjan e?,Eşit yurttaşlık ve hakların tanınmasını | halkların kendi diliyle eğitim alma hakkı | kararların halka en yakın birimlerde alınması | yerel kararların alındığı halk meclisleri,halkların kendi diliyle eğitim alma hakkı,'anadilinde eğitim' → halkların kendi diliyle eğitim alma hakkı.
offline_12985,Siyaset,3,answers,Derbarê 'radikal demokrasi' de vebijêrka rast kîjan e?,Demokratik konfederalizm ve demokratik ulus tartışması | sadece çoğunluğun değil azınlığın da dinlendiği yapı | vatandaşların karar alma süreçlerine müdahil olması | tabandan doğrudan katılımı öncelikli kılan demokrasi,tabandan doğrudan katılımı öncelikli kılan demokrasi,'radikal demokrasi' → tabandan doğrudan katılımı öncelikli kılan demokrasi.
offline_12989,Siyaset,2,answers,Di çarçoveya Siyasetê de 'idari özerklik' çawa divê bê fêmkirin?,Tabandan doğrudan ve sürekli katılımı önceler | Kimliğin ve kültürün kuşaklara aktarımı için | yerel bütçe ve hizmetleri kendi yönetme hakkı | bağımsız ve tarafsız mahkemelerde savunma hakkı,yerel bütçe ve hizmetleri kendi yönetme hakkı,'idari özerklik' → yerel bütçe ve hizmetleri kendi yönetme hakkı.
offline_13010,Siyaset,2,answers,Di çarçoveya Siyasetê de 'toplumsal muhalefet' çawa divê bê fêmkirin?,Kapitalist modernite ve merkezi ulus-devlet eleştirisi | Yasal düzenlemeler ve demokratik entegrasyon adımları | resmi yönetime karşı halkın barışçıl tepki örgütlenmesi | halkların kendi kimliğiyle tanınma ve yönetilme hakkı,resmi yönetime karşı halkın barışçıl tepki örgütlenmesi,'toplumsal muhalefet' → resmi yönetime karşı halkın barışçıl tepki örgütlenmesi.
offline_13025,Siyaset,4,prompt+answers,'Doğrudan katılım' bi tevahî li derveyî zanîna siyasetê ye.,Rast | Şaş,Şaş,'Doğrudan katılım' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_13030,Siyaset,5,answers,Di çarçoveya Siyasetê de 'yerel irade' çawa divê bê fêmkirin?,Toplulukların yerel olarak kendi işlerini yönetmesini | geçmişteki acıları araştırıp toplumsal barışı kuran kurul | resmi yönetime karşı halkın barışçıl tepki örgütlenmesi | merkezden atanan kayyum yerine seçilmiş yerel yönetici gücü,merkezden atanan kayyum yerine seçilmiş yerel yönetici gücü,'yerel irade' → merkezden atanan kayyum yerine seçilmiş yerel yönetici gücü.
offline_13039,Siyaset,3,answers,"'Siyasi özerklik', Siyaset ile ilgili gerçek bir terimdir.",Rast | Şaş,Rast,'Siyasi özerklik' Siyaset alanında geçerli bir kavramdır.
offline_13040,Siyaset,5,prompt+answers,Ji bo 'azınlık hakları' ravekirina herî dirust kîjan e?,çoğunluğa karşı farklı olan grupların korunması | çatışmaları silah yerine diyalogla çözme iradesi | farklı muhalif grupların ortak barış platformu | gücün tek merkezden yerel birimlere dağıtılması,çoğunluğa karşı farklı olan grupların korunması,'azınlık hakları' → çoğunluğa karşı farklı olan grupların korunması.
offline_13060,Siyaset,1,prompt+answers,Di çarçoveya siyasetê de mijareke bi navê 'cinsiyet kotası' tune ye.,Rast | Şaş,Şaş,'cinsiyet kotası' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_13067,Siyaset,4,answers,Li jêr ji bo 'ademi merkeziyetçilik' kîjan rast e?,"Kimlik, dil, kültürel haklar, statü ve demokratik temsil | Demokratik konfederalizm ve demokratik ulus tartışması | Yerel demokrasi, kadın özgürlüğü, ekoloji ve çoğulculuk | gücün tek merkezden yerel birimlere dağıtılması",gücün tek merkezden yerel birimlere dağıtılması,'ademi merkeziyetçilik' → gücün tek merkezden yerel birimlere dağıtılması.
offline_13068,Siyaset,2,answers,Kîjan têgeha 'temsili demokrasi' di nav siyasetê de rast bi cih dike?,halkın sadece seçimlerle yönetime katıldığı sistem | toplumun savaşsız bir ortamda yaşama evrensel hakkı | Farklı halkların eşit ve dayanışmacı birlikteliğini | resmi ve kamusal alanlarda anadilinin kullanılması,halkın sadece seçimlerle yönetime katıldığı sistem,'temsili demokrasi' → halkın sadece seçimlerle yönetime katıldığı sistem.
offline_13081,Siyaset,3,prompt+answers,Têgiha 'çoğulcu demokrasi' çi pêk tîne?,siyasette kadın katılımını güvenceye alan yasal oran | kendi yasalarını yapabilen yerel parlamento yetkisi | sadece çoğunluğun değil azınlığın da dinlendiği yapı | yerel yönetimlerin gücünü artıran uluslararası belge,sadece çoğunluğun değil azınlığın da dinlendiği yapı,'çoğulcu demokrasi' → sadece çoğunluğun değil azınlığın da dinlendiği yapı.
offline_13087,Siyaset,2,answers,Di xebatên siyasetê de 'Demokratik özerklik' yek ji mijaran e.,Rast | Şaş,Rast,'Demokratik özerklik' Siyaset alanında geçerli bir kavramdır.
offline_13102,Siyaset,2,prompt+answers,"Dema 'parti eş başkanlığı' tê gotin, çi tê xwestin?","Yerel yönetim, eğitim ve ekonomi gibi alanlarda | partilerde kadının eşit söz sahibi olma sistemi | farklı muhalif grupların ortak barış platformu | kaynakların ve hakların eşit paylaşılması ilkesi",partilerde kadının eşit söz sahibi olma sistemi,'parti eş başkanlığı' → partilerde kadının eşit söz sahibi olma sistemi.
offline_13117,Siyaset,5,answers,Di çarçoveya Siyasetê de 'siyasi ahlak' tê çi wateyê?,"geçmişteki acıları araştırıp toplumsal barışı kuran kurul | Örgütsel yapının feshi ve silahlı mücadelenin sonlandırılması | Müzakere, demokratik reform ve hakların güvenceye alınması | siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri",siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri,'siyasi ahlak' → siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri.
offline_13122,Siyaset,5,prompt+answers,Ji aliyê Siyasetê ve ji bo 'barış hakkı' îfadeya rast kîjan e?,toplumun dışarıdan baskı olmadan kendini yönetmesi | sadece çoğunluğun değil azınlığın da dinlendiği yapı | baskı ve tasfiye yerine diyalogu seçen siyaset tarzı | toplumun savaşsız bir ortamda yaşama evrensel hakkı,toplumun savaşsız bir ortamda yaşama evrensel hakkı,'barış hakkı' → toplumun savaşsız bir ortamda yaşama evrensel hakkı.
offline_13124,Siyaset,4,prompt+answers,Derbarê 'anadili hakkı' de ya rast a zanîn çi ye?,Silah bırakma ve örgütsel yapıyı feshetme çağrısı | toplumun savaşsız bir ortamda yaşama evrensel hakkı | dernekler ve inisiyatiflerle yönetime müdahil olma | resmi ve kamusal alanlarda anadilinin kullanılması,resmi ve kamusal alanlarda anadilinin kullanılması,'anadili hakkı' → resmi ve kamusal alanlarda anadilinin kullanılması.
offline_13125,Siyaset,3,prompt+answers,Li jêr ji bo 'sivil katılım' kîjan rast e?,resmi ve kamusal alanlarda anadilinin kullanılması | bütçe harcamalarını halkın meclislerle belirlemesi | dernekler ve inisiyatiflerle yönetime müdahil olma | Silah bırakma ve örgütsel yapıyı feshetme çağrısı,dernekler ve inisiyatiflerle yönetime müdahil olma,'sivil katılım' → dernekler ve inisiyatiflerle yönetime müdahil olma.
offline_13129,Siyaset,3,answers,Kîjan pênase bi 'yerel yönetim' re li hev tê?,vatandaşların karar alma süreçlerine müdahil olması | toplumun savaşsız bir ortamda yaşama evrensel hakkı | belediyeler ve yerel kurulların oluşturduğu yönetim | farklı kimliklerin ve inançların eşit kabul edilmesi,belediyeler ve yerel kurulların oluşturduğu yönetim,'yerel yönetim' → belediyeler ve yerel kurulların oluşturduğu yönetim.
offline_13148,Siyaset,1,prompt+answers,Ji bo 'siyasi katılım' pênaseya derbasdar kîjan e?,vatandaşların karar alma süreçlerine müdahil olması | toplumun dışarıdan baskı olmadan kendini yönetmesi | resmi ve kamusal alanlarda anadilinin kullanılması | yerelde kendi kendini yönetme ve karar alma statüsü,vatandaşların karar alma süreçlerine müdahil olması,'siyasi katılım' → vatandaşların karar alma süreçlerine müdahil olması.
offline_13157,Siyaset,1,answers,Di qada siyasetê de 'Yerel irade' nayê zanîn û nayê bikaranîn.,Rast | Şaş,Şaş,'Yerel irade' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_13158,Siyaset,1,prompt+answers,Derbarê 'statü hakkı' de ravekirina rast kîjan e?,Toplulukların yerel olarak kendi işlerini yönetmesini | belediyeler ve yerel kurulların oluşturduğu yönetim | halkların kendi kimliğiyle tanınma ve yönetilme hakkı | farklı kimliklerin ve inançların eşit kabul edilmesi,halkların kendi kimliğiyle tanınma ve yönetilme hakkı,'statü hakkı' → halkların kendi kimliğiyle tanınma ve yönetilme hakkı.
offline_13166,Siyaset,1,prompt+answers,Derbarê 'sivil katılım' de agahiya herî rast kîjan e?,tüm farklı kesimleri kapsayan özgürlükçü anayasa | yerelde kendi kendini yönetme ve karar alma statüsü | dernekler ve inisiyatiflerle yönetime müdahil olma | kendi yasalarını yapabilen yerel parlamento yetkisi,dernekler ve inisiyatiflerle yönetime müdahil olma,'sivil katılım' → dernekler ve inisiyatiflerle yönetime müdahil olma.
offline_13169,Siyaset,5,answers,'toplumsal adalet' tê çi wateyê?,"kaynakların ve hakların eşit paylaşılması ilkesi | protesto, örgütlenme ve ifade özgürlüğü hakları | Silah bırakma ve örgütsel yapıyı feshetme çağrısı | çatışmaları silah yerine diyalogla çözme iradesi",kaynakların ve hakların eşit paylaşılması ilkesi,'toplumsal adalet' → kaynakların ve hakların eşit paylaşılması ilkesi.
offline_13170,Siyaset,5,prompt+answers,Di qada siyasetê de 'katılımcı bütçe' nayê zanîn û nayê bikaranîn.,Rast | Şaş,Şaş,'katılımcı bütçe' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_13171,Siyaset,5,answers,Di qada Siyasetê de 'siyasi ahlak' çi îfade dike?,"Örgütsel yapının feshi ve silahlı mücadelenin sonlandırılması | Kimlik, dil, kültürel haklar, statü ve demokratik temsil | siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri | Toplulukların yerel olarak kendi işlerini yönetmesini",siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri,'siyasi ahlak' → siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri.
offline_13193,Siyaset,3,prompt+answers,Li jêr ji bo 'yerel özerklik şartı' kîjan rast e?,yerel yönetimlerin gücünü artıran uluslararası belge | baskı ve tasfiye yerine diyalogu seçen siyaset tarzı | Demokratik konfederalizm ve demokratik ulus tartışması | toplumun savaşsız bir ortamda yaşama evrensel hakkı,yerel yönetimlerin gücünü artıran uluslararası belge,'yerel özerklik şartı' → yerel yönetimlerin gücünü artıran uluslararası belge.
offline_13228,Siyaset,1,prompt+answers,Derbarê 'parti eş başkanlığı' de ya rast a zanîn çi ye?,"kararların tek lider yerine kurullarla alınması | partilerde kadının eşit söz sahibi olma sistemi | protesto, örgütlenme ve ifade özgürlüğü hakları | çoğunluğa karşı farklı olan grupların korunması",partilerde kadının eşit söz sahibi olma sistemi,'parti eş başkanlığı' → partilerde kadının eşit söz sahibi olma sistemi.
offline_13232,Siyaset,4,prompt+answers,'Toplumsal uzlaşı' sernavek rast e ku beşek ji zanîna siyasetê ye.,Rast | Şaş,Rast,'Toplumsal uzlaşı' Siyaset alanında geçerli bir kavramdır.
offline_13236,Siyaset,5,prompt+answers,'siyasi katılım' bi tevahî li derveyî zanîna siyasetê ye.,Rast | Şaş,Şaş,'siyasi katılım' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_13252,Siyaset,1,prompt+answers,'insan hakları' di mijara siyasetê de çi vedibêje?,kaynakların ve hakların eşit paylaşılması ilkesi | çoğunluğa karşı farklı olan grupların korunması | adaletsiz yasalara karşı barışçıl protesto biçimi | her bireyin doğuştan sahip olduğu evrensel haklar,her bireyin doğuştan sahip olduğu evrensel haklar,'insan hakları' → her bireyin doğuştan sahip olduğu evrensel haklar.
offline_13265,Siyaset,5,prompt+answers,Li jêr kîjan têgiha 'anadili hakkı' rave dike?,bütçe harcamalarını halkın meclislerle belirlemesi | tüm farklı kesimleri kapsayan özgürlükçü anayasa | toplumun savaşsız bir ortamda yaşama evrensel hakkı | resmi ve kamusal alanlarda anadilinin kullanılması,resmi ve kamusal alanlarda anadilinin kullanılması,'anadili hakkı' → resmi ve kamusal alanlarda anadilinin kullanılması.
offline_13269,Siyaset,4,prompt+answers,Di qada Siyasetê de 'eş başkanlık' çi îfade dike?,Müzakere ve demokratik çözüme | yönetimde eşit temsil sistemidir | Yerel komünlerden üst meclislere | Kadın dayanışması ve özgürlüğü,yönetimde eşit temsil sistemidir,'eş başkanlık' → yönetimde eşit temsil sistemidir.
offline_13275,Siyaset,5,prompt+answers,Ji aliyê siyasetê ve ji bo 'cinsiyet kotası' gotina rast kîjan e?,yerelde kendi kendini yönetme ve karar alma statüsü | halkların kendi kimliğiyle tanınma ve yönetilme hakkı | siyasette kadın katılımını güvenceye alan yasal oran | toplumun savaşsız bir ortamda yaşama evrensel hakkı,siyasette kadın katılımını güvenceye alan yasal oran,'cinsiyet kotası' → siyasette kadın katılımını güvenceye alan yasal oran.
offline_13296,Siyaset,5,prompt+answers,Têgiha 'insan hakları' çi pêk tîne?,barışçıl çözüm için toplumun ortak karara varması | Farklı kimlik ve inançların bir arada yaşamasını | dernekler ve inisiyatiflerle yönetime müdahil olma | her bireyin doğuştan sahip olduğu evrensel haklar,her bireyin doğuştan sahip olduğu evrensel haklar,'insan hakları' → her bireyin doğuştan sahip olduğu evrensel haklar.
offline_13313,Siyaset,2,prompt+answers,Bi 'katılımcı bütçe' çi tê xwestin? ya rast çi ye?,kendi yasalarını yapabilen yerel parlamento yetkisi | resmi ve kamusal alanlarda anadilinin kullanılması | bütçe harcamalarını halkın meclislerle belirlemesi | dernekler ve inisiyatiflerle yönetime müdahil olma,bütçe harcamalarını halkın meclislerle belirlemesi,'katılımcı bütçe' → bütçe harcamalarını halkın meclislerle belirlemesi.
offline_13332,Siyaset,3,answers,Di zanîna siyasetê de der barê 'hakikat komisyonu' de ya rast kîjan e?,"Kimlik, dil, kültürel haklar, statü ve demokratik temsil | Kapitalist modernite ve merkezi ulus-devlet eleştirisi | Toplumun bütününün özgürleşmesinin koşulu sayıldığı için | geçmişteki acıları araştırıp toplumsal barışı kuran kurul",geçmişteki acıları araştırıp toplumsal barışı kuran kurul,'hakikat komisyonu' → geçmişteki acıları araştırıp toplumsal barışı kuran kurul.
offline_13353,Siyaset,5,answers,Di xebatên siyasetê de 'sivil itaatsizlik' qet nayê bikaranîn.,Rast | Şaş,Şaş,'sivil itaatsizlik' için sorudaki iddia doğru değildir; doğru cevap 'Şaş'tır.
offline_13382,Siyaset,5,answers,Derbarê 'sivil itaatsizlik' de ya rast a zanîn çi ye?,barışçıl çözüm için toplumun ortak karara varması | her bireyin doğuştan sahip olduğu evrensel haklar | adaletsiz yasalara karşı barışçıl protesto biçimi | bütçe harcamalarını halkın meclislerle belirlemesi,adaletsiz yasalara karşı barışçıl protesto biçimi,'sivil itaatsizlik' → adaletsiz yasalara karşı barışçıl protesto biçimi.
offline_13390,Siyaset,1,answers,Derbarê 'meşruiyet' de ya rast a zanîn çi ye?,Silah bırakma ve örgütsel yapıyı feshetme çağrısı | kaynakların ve hakların eşit paylaşılması ilkesi | yönetimin halkın rızasına ve hukuka uygun olması | çoğunluğa karşı farklı olan grupların korunması,yönetimin halkın rızasına ve hukuka uygun olması,'meşruiyet' → yönetimin halkın rızasına ve hukuka uygun olması.
offline_13391,Siyaset,1,answers,Kîjan têgiha 'hakikat komisyonu' rast şirove dike?,"Müzakere, demokratik reform ve hakların güvenceye alınması | geçmişteki acıları araştırıp toplumsal barışı kuran kurul | Kapitalist modernite ve merkezi ulus-devlet eleştirisi | merkezden atanan kayyum yerine seçilmiş yerel yönetici gücü",geçmişteki acıları araştırıp toplumsal barışı kuran kurul,'hakikat komisyonu' → geçmişteki acıları araştırıp toplumsal barışı kuran kurul.
offline_13393,Siyaset,2,answers,Îfadeya ku têgiha 'meşruiyet' rast vedibêje kîjan e?,Farklı kimlik ve inançların bir arada yaşamasını | kararların tek lider yerine kurullarla alınması | Silah bırakma ve örgütsel yapıyı feshetme çağrısı | yönetimin halkın rızasına ve hukuka uygun olması,yönetimin halkın rızasına ve hukuka uygun olması,'meşruiyet' → yönetimin halkın rızasına ve hukuka uygun olması.
offline_13394,Siyaset,1,answers,'siyasi özerklik' bi awayekî rast çawa tê ravekirin?,halkın sadece seçimlerle yönetime katıldığı sistem | kendi yasalarını yapabilen yerel parlamento yetkisi | farklı kimliklerin ve inançların eşit kabul edilmesi | resmi ve kamusal alanlarda anadilinin kullanılması,kendi yasalarını yapabilen yerel parlamento yetkisi,'siyasi özerklik' → kendi yasalarını yapabilen yerel parlamento yetkisi.
offline_13428,Siyaset,5,prompt+answers,Li jêr ji bo 'yerel özerklik şartı' ya rast kîjan e?,yerel yönetimlerin gücünü artıran uluslararası belge | kendi yasalarını yapabilen yerel parlamento yetkisi | Toplulukların yerel olarak kendi işlerini yönetmesini | belediyeler ve yerel kurulların oluşturduğu yönetim,yerel yönetimlerin gücünü artıran uluslararası belge,'yerel özerklik şartı' → yerel yönetimlerin gücünü artıran uluslararası belge.
offline_13432,Siyaset,4,prompt+answers,Li jêr ji bo 'kuvvetler ayrılığı' kîjan rast e?,"yasama, yürütme ve yargının bağımsız olması | halkın siyasi kararlara bizzat dahil olması | sorunları diyalog yoluyla çözme yöntemi | Kimliğin ve kültürün kuşaklara aktarımı için","yasama, yürütme ve yargının bağımsız olması","'kuvvetler ayrılığı' → yasama, yürütme ve yargının bağımsız olması."
offline_13439,Siyaset,2,answers,Di qada siyasetê de 'Radikal demokrasi' wek têgeheke derbasdar cih digire.,Rast | Şaş,Rast,'Radikal demokrasi' Siyaset alanında geçerli bir kavramdır.
