id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation,difficulty,source_url,source_verified,confidence,publication_status,issue_type,review_notes
es_20260801_0026,Edebiyat,ku-kmr,Mehmed Uzun di gotarê de di nav kîjan komê de tê naskirin?,Di nav nivîskarên Kormancî yên diasporayê de,Di nav damezrînerên dibistana Goranî de,Di nav rojnamevanên Kordistanê yên 1898an de,Di nav helbestvanên Soranî yên sedsala 18an de,A,Di nav nivîskarên Kormancî yên diasporayê de,Gotar Mehmed Uzun wekî nivîskarekî navdar ê Kormancî di diasporayê de dide nasîn û dibêje ku berhemên wî bo çend zimanan hatine wergerandin.,3,https://www.iranicaonline.org/articles/kurdish-written-literature/,verified,0.98,approved,,Kom û taybetmendî bi çavkaniyê re ne.
es_20260801_0027,Edebiyat,ku-kmr,"Kovara Hêvî an Hîwa, ku gotar behsa wê dike, bi kîjan saziyê re tê girêdan?",Enstîtuya Kurdî ya Parîsê,Dibistana Nalî ya Silêmaniyê,Kovara Hawarê ya Şamê,Dibistana Goranî ya Silemaniyê,A,Enstîtuya Kurdî ya Parîsê,"Li gorî gotarê, Enstîtuya Kurdî ya li Parîsê di sala 1983an de hate damezrandin û kovara nîvsalî Hêvî an Hîwa derdixe.",4,https://www.iranicaonline.org/articles/kurdish-written-literature/,verified,0.98,approved,,Têkiliya sazi û kovarê piştrast kirin.
es_20260801_0028,Edebiyat,ku-kmr,Di salên 1930an de di helbesta Soranî de kîjan guhertin derket holê?,Helbesta azad û helbesta hejmariyê dest pê kir,Tenê mewlûdên olî hatin nivîsandin,Hemû helbest ji Soranî bo Erebî hatin wergerandin,Helbest ji qesîdeyê bêyî qafiye hat qedexekirin,A,Helbesta azad û helbesta hejmariyê dest pê kir,"Gotar dibêje ku di salên 1930an de ji formên klasîk dûrketin û helbesta azad û ya hejmariyê derket holê, wekî di berhemên Goran de.",4,https://www.iranicaonline.org/articles/kurdish-written-literature/,verified,0.97,approved,,Guhertina dîrokî bi çavkaniyê re hevaheng e.
es_20260801_0029,Edebiyat,ku-kmr,Di sala 1983an de li Parîsê kîjan saziya çandî hate damezrandin?,Enstîtuya Kurdî,Kovara Kordistanê,Dibistana Hawarê,Akademiya Zanistên Kurdî ya Bexdayê,A,Enstîtuya Kurdî,"Li gorî gotarê, Enstîtuya Kurdî li Parîsê di sala 1983an de hate damezrandin û bi çalakiyên wêjeyî yên Kurdî re girîng bû.",2,https://www.iranicaonline.org/articles/kurdish-written-literature/,verified,0.98,approved,,Dane dîrokî û saziyê piştrast in.
es_20260801_0030,Edebiyat,ku-kmr,Kîjan cureya helbestê di berhemên Goran de di salên 1930an de tê nimûnekirin?,Helbesta azad û ya hejmariyê,Tenê xezelên Farisî,Tenê helbesta mewlûdê,Helbesta bêyî ziman û bêyî pîvan,A,Helbesta azad û ya hejmariyê,Gotar Goran wekî nimûneyek ji derketina helbesta azad û ya hejmariyê di salên 1930an de dide.,3,https://www.iranicaonline.org/articles/kurdish-written-literature/,verified,0.97,approved,,Nimûne û kategorî rast in.
es_20260801_0031,Siyaset,ku-kmr,"Li gorî gotara ANFê, projeya KJAR ji bo pêşxistina şoreşa jinan çend alî hebû?",Deh alî,Pênc alî,Heft alî,Sêzdeh alî,A,Deh alî,Di sernavê gotarê de projeya KJAR wekî projeyeke deh-alî ji bo şoreşa jinan tê pêşkêşkirin.,1,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Jimara projeyê li ser sernav û naverokê ye.
es_20260801_0032,Siyaset,ku-kmr,Kîjan kom ji hêmanên ku KJAR di projeya xwe de pêşniyar kiriye pêk tê?,"Komîteyên hemû gelan, komûnên jinan, perwerdehiya alternatîf û komîteya piştgiriya civaka şoreşger",Tenê komîteyên leşkerî û bazirganiyê,Komîteyên werzîşê bêyî beşdariya civakê,Saziyên çapemeniya derveyî bêyî komîteyên herêmî,A,"Komîteyên hemû gelan, komûnên jinan, perwerdehiya alternatîf û komîteya piştgiriya civaka şoreşger","Li gorî gotarê, pêşniyara KJAR komîteyên hemû gelan, komûnên jinan, perwerdehiya alternatîf, komîteyên bawerî û çandê û piştgiriya civaka şoreşger dihewîne.",2,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Hêmanên pêşniyarê bi çavkaniyê re hevaheng in.
es_20260801_0033,Siyaset,ku-kmr,"Di xalê yekem ê projeya KJAR de, ji bo kîjan komê azadî tê xwestin?","Ji bo girtiyên siyasî, di nav de girtiyên siyasî yên jin",Ji bo tenê endamên komîteyên perwerdehiyê,Ji bo tenê mamosteyên zanîngehê,Ji bo tenê rêveberên saziyên çandî,A,"Ji bo girtiyên siyasî, di nav de girtiyên siyasî yên jin","Xala yekem daxwaza azadiya girtiyên siyasî û hemû girtiyên siyasî, di nav de Zeynep Celaliyan, dike.",3,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Xala yekem bi naveroka gotarê re piştrast e.
es_20260801_0034,Siyaset,ku-kmr,Xala duyem a projeyê ji komîteyên gelan re kîjan armancê pêşniyar dike?,"Avakirina têkiliyên demokratîk, ittîfaqan û rêveberiyeke demokratîk",Qedexekirina hemû çalakiyên civakî,Guhertina hemû komîteyan bo saziyên taybet,Danasîna zimanekî yekane ji bo hemû gelan,A,"Avakirina têkiliyên demokratîk, ittîfaqan û rêveberiyeke demokratîk",Di xala duyem de avakirina komîteyan ji bo hemû netew û gelan û pêşxistina têkiliyên demokratîk û ittîfaqan tê pêşniyarkirin.,4,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Armanca xalê ji çavkaniyê hatiye derxistin.
es_20260801_0035,Siyaset,ku-kmr,Di xala sêyem de xweparastin çawa tê pênasekirin?,Wekî mafekî bingehîn û bingeha rêxistinkirina civakê,Wekî karê tenê yê hêzên dewletê,Wekî çalakiyeke tenê ji bo zanîngehê,Wekî pêdiviyeke bê têkiliya bi civakê re,A,Wekî mafekî bingehîn û bingeha rêxistinkirina civakê,"Gotar xweparastinê mafekî bingehîn dide nasîn û rêxistinkirina jinan, gelan û ciwanan li ser vê hişmendiyê girê dide.",3,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Maf û armanc li gorî gotarê ne.
es_20260801_0036,Siyaset,ku-kmr,Di xala çarem de ji bo avakirina sîstemeke dadwerî ya civakî kîjan beşdariyê tê pêşniyarkirin?,"Beşdariya çalak a jinan, pêşengên ol û baweriyê û parêzeran",Beşdariya tenê ya rêveberên bazirganiyê,Beşdariya tenê ya saziyên leşkerî,Beşdariya tenê ya nivîskarên kovaran,A,"Beşdariya çalak a jinan, pêşengên ol û baweriyê û parêzeran",Xala çarem pêşniyar dike ku jin bi awayekî çalak beşdar bin û pêşengên ol û baweriyê û parêzer jî di avakirina sîstemê de cih bigirin.,4,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Pêkhateya xala çarem piştrast e.
es_20260801_0037,Siyaset,ku-kmr,Di xala pêncem de kîjan koman têne bangkirin ku encûmen û komîteyên xwe ava bikin?,"Hunermend, werzişkar, mamoste, karker, doktor û çalakvanên ekolojiyê",Tenê rojnamevan û bazirgan,Tenê mamoste û xwendekar,Tenê rêveberên saziyên olî,A,"Hunermend, werzişkar, mamoste, karker, doktor û çalakvanên ekolojiyê","Gotar hunermend, werzişkar, mamoste, karker, doktor û çalakvanên ekolojiyê wekî komên ku divê encûmen û komîteyên xwe ava bikin dide nav.",2,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Lîsteya koman rasterast ji çavkaniyê ye.
es_20260801_0038,Siyaset,ku-kmr,Di xala şeşem de ji bo perwerdehiya azad û demokratîk kîjan pêşniyar tê kirin?,"Avakirina komîteyên perwerdehiyê ji bo mamoste, xwendekar, rewşenbîr û akademîsyenan",Girtina hemû dibistanan bêyî alternatîf,Pêşkêşkirina perwerdehiyê tenê bi rêya saziyên leşkerî,Rakirinên hemû komîteyên herêmî,A,"Avakirina komîteyên perwerdehiyê ji bo mamoste, xwendekar, rewşenbîr û akademîsyenan","Xala şeşem avakirina komîteyên perwerdehiyê û pêşxistina perwerdehiya alternatîf ji bo mamoste, xwendekar, rewşenbîr û akademîsyenan pêşniyar dike.",3,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Pêşniyara perwerdehiyê bi çavkaniyê re hevaheng e.
es_20260801_0039,Siyaset,ku-kmr,Di xala heftem de jinên Rojhilatê Kurdistanê û Îranê ji bo pêşeroja xwe çi dikin?,"Komûn, yekîneyên xwe û yekîneyên şûrayê ava dikin",Tenê kovarên wêjeyî çap dikin,Tenê ji komîteyên perwerdehiyê dûr dimînin,Tenê saziyên bazirganiyê ava dikin,A,"Komûn, yekîneyên xwe û yekîneyên şûrayê ava dikin","Li gorî gotarê, xala heftem jinan bang dike ku li her derê komûn, yekîneyên xwe û yekîneyên şûrayê ava bikin û pêşeroja xwe rêxistin bikin.",3,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Naveroka xalê rast hatiye vegotin.
es_20260801_0040,Siyaset,ku-kmr,Di xala heştem de malbat di pêvajoya guhertinê de çi rolekê heye?,Malbat wekî hêmaneke sereke ji bo xurtkirina komîteyên malbatê tê dîtin,Malbat ji hemû pêvajoyan tê derxistin,"Malbat tenê ji bo çandê, bêyî rola civakî, tê dîtin",Malbat wekî saziyeke ku divê were rakirin tê pêşkêşkirin,A,Malbat wekî hêmaneke sereke ji bo xurtkirina komîteyên malbatê tê dîtin,Gotar malbatê wekî hêmaneke sereke dide nasîn û xurtkirina komîteyên malbatê û prensîba malbata demokratîk pêşniyar dike.,3,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Roleya malbatê li gorî xala heştem e.
es_20260801_0041,Siyaset,ku-kmr,Di xala nehêm de komîteyên bawerî û çandê ji bo kîjan armancê têne pêşniyarkirin?,Ji bo rêzgirtina ji hestiyariyên hev û li dijî bikaranîna bawerî û çandê ji bo parçekirina gelan,Ji bo rakirina hemû cureyên baweriyê,Ji bo pêşxistina bazirganiya navneteweyî,Ji bo guhertina çandê bo perwerdehiya leşkerî,A,Ji bo rêzgirtina ji hestiyariyên hev û li dijî bikaranîna bawerî û çandê ji bo parçekirina gelan,"Xala nehêm dibêje ku gel divê komîteyên bawerî û çandê ava bike, li dijî bikaranîna wan ji bo parçekirina gelan bisekine û rêzê li hestiyariyên hev bigire.",4,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Armanca komîteyan bi çavkaniyê re piştrast e.
es_20260801_0042,Siyaset,ku-kmr,Xala dehem a projeya KJAR kîjan komîteyê pêşniyar dike?,Komîteya piştgiriya civaka şoreşger,Komîteya bazirganiya deryayî,Komîteya tenê ya kovarên wêjeyî,Komîteya rêveberiya zanîngehê,A,Komîteya piştgiriya civaka şoreşger,Xala dehem komîteya piştgiriya civaka şoreşger e ku ji bo arîkariya pêdiviyên jiyanê yên civak û malbatên di tengasiyê de tê pêşniyarkirin.,3,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Xala dehem bi naveroka gotarê re hevaheng e.
es_20260801_0043,Siyaset,ku-kmr,KJAR di gotara ANFê de projeya xwe ji bo kîjan pêvajoyê wekî pêşniyarekê pêşkêş dike?,Ji bo avakirina jiyana azad û pêşxistina şoreşa jinan,Ji bo pêşxistina tenê bazirganiya herêmî,Ji bo berfirehkirina tenê çalakiyên wêjeyî,Ji bo guhertina pîvanên helbestê,A,Ji bo avakirina jiyana azad û pêşxistina şoreşa jinan,Gotar dibêje ku KJAR projeya deh-alî ji bo meşandina şoreşa jinan û avakirina jiyana azad pêşniyar kiriye.,2,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Mijar û armanc ji çavkaniyê ne.
es_20260801_0044,Siyaset,ku-kmr,"Di gotara KJAR de, çi kom ji bo avakirina komîteyên perwerdehiyê wekî beşdar tên navandin?","Mamoste, xwendekar, rewşenbîr û akademîsyen",Tenê parêzer û pêşengên ol,Tenê hunermend û werzişkar,Tenê karker û doktor,A,"Mamoste, xwendekar, rewşenbîr û akademîsyen","Di xala şeşem de mamoste, xwendekar, rewşenbîr û akademîsyen wekî kesên ku divê komîteyên perwerdehiyê ava bikin tên navandin.",2,https://anfenglishmobile.com/kurdIstan/kjar-dan-10-boyutlu-bir-devrim-projesi-177521,verified,0.98,approved,,Beşdarên rast ji çavkaniyê hatin girtin.
wave2_08751,Paradigma,ku-kmr,"Di destpêkê de, kîjan vebijark di çarçoveya paradigma de wateya têgeha 'Konfederalîzma Demokratîk' bi awayekî herî rast nîşan dide?",hişmendiya zanistî ya ku ji bin tekelên desthilatê derketiye û ji civakê re xizmet dike,prensîba azadiya jin û mêr û wekheviya wan a di her qada jiyanê de,Ew wekî 'modela birêvebirina civakê ya li derveyî sîstema dewlet-neteweyê' tê pênasekirin.,analîzkirin û hilweşandina sîstema serdest a mêr a li ser civakê,C,Ew wekî 'modela birêvebirina civakê ya li derveyî sîstema dewlet-neteweyê' tê pênasekirin.,Têgeha 'Konfederalîzma Demokratîk' di bin sîwana paradigma de xwedî roleke giring e.,1,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki demokratik konfederalist ve devlet-merkezli olmayan örgütlenme anlatımıyla uyumlu; bu dalgada tek temsil seçildi.
wave2_08762,Paradigma,ku-kmr,"Di asta bingehîn de, têgeha 'Moderniteya Demokratîk' a ku di qada paradigma de derdikeve pêş, çi nîşan dide?",modela alternatîf a jiyanê ya li dijî kapîtalîzma modern,civaka azad a ku biryarên xwe bi hişmendiya exlakî û polîtîk dide,prensîba azadiya jin û mêr û wekheviya wan a di her qada jiyanê de,hişmendiya zanistî ya ku ji bin tekelên desthilatê derketiye û ji civakê re xizmet dike,A,modela alternatîf a jiyanê ya li dijî kapîtalîzma modern,Têgeha 'Moderniteya Demokratîk' di bin sîwana paradigma de xwedî roleke giring e.,2,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki kapitalist moderniteye alternatif demokratik-ekolojik yaşam anlatımıyla uyumlu; bu dalgada tek temsil seçildi.
wave2_08753,Paradigma,ku-kmr,"Di destpêkê de, têgeha 'Jineolojî' a ku di qada paradigma de derdikeve pêş, çi nîşan dide?",di gotûbêja tevgerê de nêzîkatiyek ku azadiya civakê bi azadiya jinê ve girê dide,civaka azad a ku biryarên xwe bi hişmendiya exlakî û polîtîk dide,hişmendiya zanistî ya ku ji bin tekelên desthilatê derketiye û ji civakê re xizmet dike,têkiliya hevseng û dostane ya di navbera civakê û xwezayê de,A,di gotûbêja tevgerê de nêzîkatiyek ku azadiya civakê bi azadiya jinê ve girê dide,Têgeha 'Jineolojî' di bin sîwana paradigma de xwedî roleke giring e.,3,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki kadın özgürlüğü ve Jineolojî vurgusuyla uyumlu; Kurmancî bağlaç kullanımı doğal ve bu dalgada tek temsil seçildi.
wave2_08774,Paradigma,ku-kmr,"Di asta navîn de, ravekirina 'têkiliya hevseng û dostane ya di navbera civakê û xwezayê de' têkildarî kîjan têgeha paradigma ye?",Moderniteya Demokratîk,aboriya komûnal,Konfederalîzma Demokratîk,Ekolojiya Civakî,D,Ekolojiya Civakî,Têgeha 'Ekolojiya Civakî' di bin sîwana paradigma de xwedî roleke giring e.,4,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki toplum-doğa dengesi ve demokratik ekoloji anlatımıyla uyumlu; bu dalgada tek temsil seçildi.
wave2_08835,Paradigma,ku-kmr,"Di jiyana civakî de, têgeha 'aboriya komûnal' a ku di qada paradigma de derdikeve pêş, çi nîşan dide?",prensîba azadiya jin û mêr û wekheviya wan a di her qada jiyanê de,"modela aboriyê ya ku li ser bingeha parvekirin û hewcedariyê tê avakirin, ne tenê li ser qezencê",modela alternatîf a jiyanê ya li dijî kapîtalîzma modern,avahiya serdestiyê ya ku civakê dabeşî çînên jor û jêr dike,B,"modela aboriyê ya ku li ser bingeha parvekirin û hewcedariyê tê avakirin, ne tenê li ser qezencê",Têgeha 'aboriya komûnal' di bin sîwana paradigma de xwedî roleke giring e.,5,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki komünal ekonomi ve kolektif ekonomik faaliyet anlatımıyla uyumlu; bu dalgada tek temsil seçildi.
wave2_08846,Paradigma,ku-kmr,"Di nirxandina zanînê de, têgeha 'civaka exlaqî-polîtîk' a ku di qada paradigma de derdikeve pêş, çi nîşan dide?",analîzkirin û hilweşandina sîstema serdest a mêr a li ser civakê,têkiliya hevseng û dostane ya di navbera civakê û xwezayê de,modela birêvebirina civakê ya li derveyî sîstema dewlet-neteweyê,civaka azad a ku biryarên xwe bi hişmendiya exlakî û polîtîk dide,D,civaka azad a ku biryarên xwe bi hişmendiya exlakî û polîtîk dide,Têgeha 'civaka exlaqî-polîtîk' di bin sîwana paradigma de xwedî roleke giring e.,1,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki etik ve politik toplum anlatımıyla uyumlu; bu dalgada tek temsil seçildi.
wave2_08827,Paradigma,ku-kmr,"Di bîranîna dîrokî de, di warê paradigma de têgeha 'rexneya patriyarkayê' bi kîjan pênaseya xwe ya bingehîn tê naskirin?",di gotûbêja tevgerê de nêzîkatiyek ku azadiya civakê bi azadiya jinê ve girê dide,analîzkirin û hilweşandina sîstema serdest a mêr a li ser civakê,modela birêvebirina civakê ya li derveyî sîstema dewlet-neteweyê,hişmendiya zanistî ya ku ji bin tekelên desthilatê derketiye û ji civakê re xizmet dike,B,analîzkirin û hilweşandina sîstema serdest a mêr a li ser civakê,Têgeha 'rexneya patriyarkayê' di bin sîwana paradigma de xwedî roleke giring e.,2,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki erkek egemenliğine karşı mücadele ve kadın özgürlüğü anlatımıyla uyumlu; bu dalgada tek temsil seçildi.
wave2_08920,Paradigma,ku-kmr,"Di şertên nû de, kîjan vebijark di çarçoveya paradigma de wateya têgeha 'azadiya zayendî' bi awayekî herî rast nîşan dide?",civaka azad a ku biryarên xwe bi hişmendiya exlakî û polîtîk dide,modela alternatîf a jiyanê ya li dijî kapîtalîzma modern,avahiya serdestiyê ya ku civakê dabeşî çînên jor û jêr dike,Ew wekî 'prensîba azadiya jin û mêr û wekheviya wan a di her qada jiyanê de' tê pênasekirin.,D,Ew wekî 'prensîba azadiya jin û mêr û wekheviya wan a di her qada jiyanê de' tê pênasekirin.,Têgeha 'azadiya zayendî' di bin sîwana paradigma de xwedî roleke giring e.,5,https://kongra-star.org/eng/about/,verified,0.98,approved,none,Kavramsal çerçeve sayfadaki kadın-erkek eşitliği ve kadın özgürlüğü anlatımıyla uyumlu; bu dalgada tek temsil seçildi.
ziman_wave2_0001,Ziman,ku-kmr,Kovara Hawarê li Şamê di kîjan du serdeman de hate weşandin?,1925–1929 û 1936–1939,1932–1935 û 1941–1943,1930–1933 û 1945–1948,1935–1940 û 1944–1949,B,1932–1935 û 1941–1943,Çavkaniyê dibêje ku Hawar di Şamê de ji 1932 heta 1935 û paşê ji 1941 heta 1943 hate weşandin.,2,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Dîrokên weşanê rasterast piştrast in.
ziman_wave2_0002,Ziman,ku-kmr,Kî di Hawarê de wekî edîtorê damezrîner tê naskirin?,Şêx Sait Pîran,Ehmedê Xanî,Celadet Alî Bedirxan,Mela Mehmûdê Bayezîdî,C,Celadet Alî Bedirxan,"Li gorî çavkaniyê, Celadet Alî Bedirxan edîtorê damezrînerê Hawarê bû.",2,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Nasnameya edîtorê rasterast piştrast e.
ziman_wave2_0003,Ziman,ku-kmr,Hejmarê yekem ê Hawarê di kîjan rojê de derket?,15ê Gulana 1932,1ê Rêbendana 1935,15ê Tebaxa 1941,24ê Gulanê 1932,A,15ê Gulana 1932,Çavkaniyê destnîşan dike ku hejmarê yekem di 15ê Gulana 1932 de derket.,2,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Dîrok û cihê hejmarê yekem rasterast in.
ziman_wave2_0004,Ziman,ku-kmr,Celadet Alî Bedirxan ji bo nivîsandina Kurmancî çi alfabeyek nû amade kir?,Alfabeyeke bi tîpên kîrîlî,Alfabeyeke tenê bi tîpên erebî,Alfabeyeke bi nîşanên matematîkî,Alfabeyeke bi tîpên latînî,D,Alfabeyeke bi tîpên latînî,"Li gorî çavkaniyê, Celadet Alî Bedirxan alfabeyeke nû bi tîpên latînî amade kir.",2,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Alfabeya nû rasterast tê ravekirin.
ziman_wave2_0005,Ziman,ku-kmr,"Heta hejmarên 23an, di Hawarê de nivîsên Kurmancî bi kîjan du alfabeyan dihatin çapkirin?",Tenê bi latînî û kîrîlî,Bi alfabeya latînî û alfabeya erebî-farisî,Bi yewnanî û latînî,Tenê bi alfabeya erebî,B,Bi alfabeya latînî û alfabeya erebî-farisî,Çavkaniyê dibêje ku 23 hejmarên yekem rûpelên Kurmancî bi her du alfabeyên latînî û erebî-farisî dihewandin.,3,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Du alfabeyên destpêkê rasterast tên nivîsandin.
ziman_wave2_0006,Ziman,ku-kmr,"Ji hejmar 24an ve, nivîsên Kurmancî yên Hawarê tenê bi kîjan alfabeyê hatin çapkirin?",Bi alfabeya latînî,Bi alfabeya erebî-farisî,Bi alfabeya kîrîlî,Bi alfabeya yewnanî,A,Bi alfabeya latînî,"Ji hejmar 24an ve, li gorî çavkaniyê, Hawar tenê alfabeya latînî bi kar anî.",3,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Guhertina alfabeyê ji hejmar 24an ve rast e.
ziman_wave2_0007,Ziman,ku-kmr,Hawar di dîroka nivîsandina Kurmancî de wekî çi tê naskirin?,Wekî yekem kovara bi alfabeya erebî-farisî,Wekî yekem kovara fransî li Şamê,Wekî yekem kovara ku tenê li ser dîrokê nivîsand,Wekî yekem weşan ku alfabeya nû ya latînî bi kar anî,D,Wekî yekem weşan ku alfabeya nû ya latînî bi kar anî,Çavkaniyê Hawar wekî yekem weşana ku alfabeya nû bi kar anî nîşan dide.,4,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Rola Hawarê di alfabeyê de rasterast piştrast e.
ziman_wave2_0008,Ziman,ku-kmr,"Di edîtoriyala yekem a Hawarê de, yek ji armancên sereke çi bû?",Girtina hemû kovarên din,Sazkirina partiyeke siyasî,Belavkirin û hînkirina alfabeya nû,Ji bo zanîngehê dersên matematîkê amadekirin,C,Belavkirin û hînkirina alfabeya nû,"Di edîtoriyala yekem de, ji bo belavkirin û hînkirina alfabeya nû armanc hat diyarkirin.",3,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Armanca edîtoriyalê rasterast piştrast e.
ziman_wave2_0009,Ziman,ku-kmr,Hawar li ser kîjan mijaran nivîs û lêkolîn belav dikir?,"Zimanê kurdî, edebiyata klasîk û gelêrî, govend û stran, adet, dîrok û erdnîgariya Kurdistanê",Tenê bazirganiyê û hesabê,Tenê astronomî û dermanê,Tenê werziş û teknîk,A,"Zimanê kurdî, edebiyata klasîk û gelêrî, govend û stran, adet, dîrok û erdnîgariya Kurdistanê","Çavkaniyê armancên Hawarê bi ziman, edebiyat, govend û stran, adet, dîrok û erdnîgariya Kurdistanê ve girê dide.",4,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Mijarên çapê rasterast tên rêzkirin.
ziman_wave2_0010,Ziman,ku-kmr,Kîjan gotin li ser girêdana Hawarê bi partiyên siyasî re rast e?,Hawar dengê partiyeke siyasî bû.,Hawar ne dengê tu partî an rêxistinek siyasî bû.,Hawar tenê ji bo propaganda siyasî hatiye damezrandin.,Hawar di her hejmarê de navê partiyeke siyasî dihildan.,B,Hawar ne dengê tu partî an rêxistinek siyasî bû.,Di edîtoriyala yekem de hate gotin ku Hawar dengê tu partî an rêxistinek siyasî nîne.,5,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Daxuyaniya ne-siyasî rasterast piştrast e.
ziman_wave2_0011,Ziman,ku-kmr,NYKCC di rûpela Hawarê de çend hejmarên ji sala yekem a kovarê pêşkêş dike?,Du,Sê,Heft,Pênc,D,Pênc,Çavkaniyê dibêje ku NYKCC pênc hejmarên ji sala yekem a Hawarê ji raya giştî re pêşkêş dike.,1,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Hejmara pêşkêşkirî rasterast e.
ziman_wave2_0012,Ziman,ku-kmr,Celadet ji 1935 heta 1941 weşandina Hawarê çima rawestand?,Ji ber ku kovar li Şamê hatibû qedexekirin.,Ji ber ku alfabeya latînî berdewam nekir.,Ji ber karên wî yên wekî parêzer û mamosteyê fransî.,Ji ber ku hejmarê 24an nehat çapkirin.,C,Ji ber karên wî yên wekî parêzer û mamosteyê fransî.,"Li gorî çavkaniyê, Celadet ji ber karên xwe yên wekî parêzer û mamosteyê fransî navbera weşandinê da.",5,https://nykcc.org/oldsite/hawar-archive/,verified,0.99,approved,,Sedema navberê rasterast piştrast e.
