candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,translation_status,editorial_status
opentdb_0237,Open Trivia Database API,CC BY-SA 4.0,Politics,hard,Which of these was an official candidate in the 2017 British General Election?,Lord Buckethead,James Francis,Robert Wimbledon,Sir Crumpetsby,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0238,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,Which of the following Argentinian presidents was elected in 2015?,Mauricio Macri,Cristina Fernandez de Kirchner,Nestor Kirchner,Juan Domingo Peron,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0239,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,"In United States history, how many vice presidents did Franklin D. Roosevelt have during his time in office as president?",3,1,2,0,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0240,Open Trivia Database API,CC BY-SA 4.0,Politics,easy,Who was the 45th President of the United States?,Donald Trump,Barack Obama,Bill Clinton,George Bush,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0241,Open Trivia Database API,CC BY-SA 4.0,Politics,hard,Which of the following United States senators is known for performing a 24-hour long filibuster?,Strom Thurmond,Roy Blunt,John Barrasso,Chuck Schumer,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0242,Open Trivia Database API,CC BY-SA 4.0,Politics,hard,Which Native American tribe/nation requires at least one half blood quantum (equivalent to one parent) to be eligible for membership?,Yomba Shoshone Tribe,Standing Rock Sioux Tribe,Kiowa Tribe of Oklahoma,Pawnee Nation of Oklahoma,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0243,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,"What country saw a world record 315 million voters turn out for elections on May 20, 1991?",India,United States of America,Soviet Union,Poland,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0244,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,"Before 2011, ""True Capitalist Radio"" was known by a different name. What was that name?",True Conservative Radio,True Republican Radio,Texan Capitalist Radio,United Capitalists,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0245,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,"Which former US president used ""Let's Make America Great Again"" as his campaign slogan before Donald Trump's campaign?",Ronald Reagan,Jimmy Carter,Gerald Ford,Richard Nixon,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0246,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,Which president erased the national debt of the United States?,Andrew Jackson,Ronald Reagan,John F. Kennedy,Franklin Roosevelt,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0247,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,Who is one of the co-princes of Andorra?,The president of France,The monarch of the UK,The Pope,No-one (the position is vacant),A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0248,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,What is former United States President Bill Clinton's full name?,William Jefferson Clinton,William Roosevelt Clinton,William Truman Clinton,William Lincoln Clinton,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0249,Open Trivia Database API,CC BY-SA 4.0,Politics,hard,"""Yes, America Can!"" was this United States politician's de facto campaign slogan in 2004.",George W. Bush,John Kerry,Barack Obama,Al Gore,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0250,Open Trivia Database API,CC BY-SA 4.0,Politics,medium,What are the first names of the first father and son pair that were both Prime Ministers of Canada?,Justin and Pierre,John and Louis,Brian and Justin,Brian and Pierre,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0251,Open Trivia Database API,CC BY-SA 4.0,Art,easy,What is a fundamental element of the Gothic style of architecture?,pointed arch,coffered ceilings,façades surmounted by a pediment ,internal frescoes,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0252,Open Trivia Database API,CC BY-SA 4.0,Art,medium,"In ""Last Supper"" by Leonardo Da Vinci, what two colors were the robes worn by Jesus?",Red and Blue,Red and White,Red and Yellow,Red and Black,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0253,Open Trivia Database API,CC BY-SA 4.0,Art,medium,"Who painted the painting ""Nighthawks""?",Edward Hopper,Johannes Vermeer,Vincent van Gogh,Salvador Dali,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0254,Open Trivia Database API,CC BY-SA 4.0,Art,easy,"Who painted ""Swans Reflecting Elephants"", ""Sleep"", and ""The Persistence of Memory""?",Salvador Dali,Jackson Pollock,Vincent van Gogh,Edgar Degas,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0255,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which of these are the name of a famous marker brand?,Copic,Dopix,Cofix,Marx,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0256,Open Trivia Database API,CC BY-SA 4.0,Art,medium,"Which artist painted “The Treachery of Images,” a painting of a pipe with the description ""this is not a pipe""?",Magritte,Matisse,Modigliani,Munch ,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0257,Open Trivia Database API,CC BY-SA 4.0,Art,hard,What nationality was the famous artist Van Gogh?,Dutch,French,Russian,Polish,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0258,Open Trivia Database API,CC BY-SA 4.0,Art,hard,Which of these is not an additional variation of the color purple?,Kobicha,Byzantium,Pomp and Power,Palatinate,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0259,Open Trivia Database API,CC BY-SA 4.0,Art,hard,"How many paint and pastel versions of ""The Scream"" is Norwegian painter Edvard Munch believed to have produced?",4,1,3,2,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0260,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Who painted the Mona Lisa?,Leonardo da Vinci ,Pablo Picasso, Vincent van Gogh,Michelangelo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0261,Open Trivia Database API,CC BY-SA 4.0,Art,hard,What year was the Mona Lisa finished?,1504,1487,1523,1511,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0262,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which artist’s studio was known as 'The Factory'?,Andy Warhol,Roy Lichtenstein,David Hockney,Peter Blake,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0263,Open Trivia Database API,CC BY-SA 4.0,Art,hard,What nationality was the famous artist Pablo Picasso?,Spanish,French,Italian,German,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0264,Open Trivia Database API,CC BY-SA 4.0,Art,hard,"What year did Albrecht Dürer create the painting ""The Young Hare""?",1502,1702,1402,1602,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0265,Open Trivia Database API,CC BY-SA 4.0,Art,hard,"When was Salvador Dali's painting, ""The Persistence of Memory,"" completed?",1931,1932,1929,1934,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0266,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Who painted The Starry Night?,Vincent van Gogh,Pablo Picasso,Leonardo da Vinci,Michelangelo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0267,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Who designed the Chupa Chups logo?,Salvador Dali,Pablo Picasso,Andy Warhol,Vincent van Gogh,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0268,Open Trivia Database API,CC BY-SA 4.0,Art,medium,"Who painted ""The Scream""?",Edvard Munch,Vincent Van Gogh,Picasso,Henri Matisse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0269,Open Trivia Database API,CC BY-SA 4.0,Art,medium,What were Marcel Duchamp's readymades?,utilitarian objects elevated to the status of art,a series focused on color and light as opposed to line and shape,paintings with a barely visible outlined square,a group of identical steel boxes jutting from the wall ,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0270,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which one of these colors are not featured in Mondrian's Broadway Boogie-Woogie?,Green,Blue,Yellow,Red,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0271,Open Trivia Database API,CC BY-SA 4.0,Art,hard,Albrecht Dürer's birthplace and place of death were in...,Nürnberg,Augsburg,Bamberg,Berlin,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0272,Open Trivia Database API,CC BY-SA 4.0,Art,hard,Painter Piet Mondrian (1872 - 1944) was a part of what movement?,Neoplasticism,Precisionism,Cubism,Impressionism,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0273,Open Trivia Database API,CC BY-SA 4.0,Art,easy,"Who painted ""The Starry Night""?",Vincent van Gogh,Edvard Munch,Pablo Picasso,Claude Monet,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0274,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Who painted the Sistine Chapel?,Michelangelo,Leonardo da Vinci,Pablo Picasso,Raphael,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0275,Open Trivia Database API,CC BY-SA 4.0,Art,hard,"The painting ""The Starry Night"" by Vincent van Gogh was part of which art movement?",Post-Impressionism,Romanticism,Neoclassical,Impressionism,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0276,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Which artist painted the late 15th century mural 'The Last Supper'?,Leonardo da Vinci,Piero della Francesca,Paolo Uccello,Luca Pacioli,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0277,Open Trivia Database API,CC BY-SA 4.0,Art,easy,What is another name for La Gioconda / La Joconde?,The Mona Lisa,The Girl with a Pearl Earring,The Starry Night,Sunflowers,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0278,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Which painting was not made by Vincent Van Gogh?,The Ninth Wave,Café Terrace at Night,Bedroom In Arles,Starry Night,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0279,Open Trivia Database API,CC BY-SA 4.0,Art,hard,What French sculptor designed the Statue of Liberty? ,Frédéric Auguste Bartholdi,Jean-Léon Gérôme,Auguste Rodin,Henri Matisse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0280,Open Trivia Database API,CC BY-SA 4.0,Art,hard,What was the first successful and commercially viable photographic technique?,The Daguerreotype,Collodion process,The Turin Shroud,Kodachrome film,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0281,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which Greek sculptor designed the Athena Parthenos statue inside the Parthenon?,Phidias,Scopas,Hesiod,Praxiteles,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0282,Open Trivia Database API,CC BY-SA 4.0,Art,hard,Which art movement was Pablo Picasso known for co-founding?,Cubism,Futurism,Expressionism,Impressionism,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0283,Open Trivia Database API,CC BY-SA 4.0,Art,medium,What nationality was the surrealist painter Salvador Dali?,Spanish,Italian,French,Portuguese,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0284,Open Trivia Database API,CC BY-SA 4.0,Art,hard,What was the major distinction between the English and French Gothic styles of architecture?,Fan vaulting,Pinnacles,Gargoyles,Hemispherical Domes,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0285,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Which artist is famous for cutting off his ear?,Vincent van Gogh,Salvador Dali,Rembrandt,Michelangelo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0286,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Which Van Gogh painting depicts the view from his asylum in Saint-Rémy-de-Provence in southern France?,The Starry Night,Wheatfields with Crows,The Sower with Setting Sun,The Church at Auvers,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0287,Open Trivia Database API,CC BY-SA 4.0,Art,easy, What color is produced by mixing black and white?,Grey,Black,Brown,White,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0288,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Who painted the Mona Lisa?,Leonardo da Vinci,Pablo Picasso,Claude Monet,Vincent van Gogh,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0289,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Who sculpted the statue of David?,Michelangelo,Gian Lorenzo Bernini,Auguste Rodin,Donatello,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0290,Open Trivia Database API,CC BY-SA 4.0,Art,hard,Paul Gauguin moved to which country in 1895?,Tahiti,France,Atuona,Lithuania,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0291,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Who painted the epic mural Guernica?,Pablo Picasso,Francisco Goya,Leonardo da Vinci,Henri Matisse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0292,Open Trivia Database API,CC BY-SA 4.0,Art,easy,Who painted the biblical fresco The Creation of Adam?,Michelangelo,Leonardo da Vinci,Caravaggio,Rembrandt,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0293,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which one of these paintings is not by Caspar David Friedrich?,The Black Sea,The Sea of Ice,Wanderer above the Sea of Fog,The Monk by the Sea,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0294,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which artist's style was to use small different colored dots to create a picture?,Georges Seurat,Paul Cézanne,Vincent Van Gogh,Henri Rousseau,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0295,Open Trivia Database API,CC BY-SA 4.0,Art,hard,"Who painted ""American Gothic""?",Grant Wood,Anita Malfatti,Pablo Picasso,Marc Chagall,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0296,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which of these paintings did Johannes Vermeer not paint?,Bacchus,Girl with a Pearl Earring,The Milkmaid,The Lacemaker,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0297,Open Trivia Database API,CC BY-SA 4.0,Art,hard,"The painting ""Guernica"" by Pablo Picasso expressed emotions of dread in response to which war?",Spanish Civil War,World War I,The Crimean War,Spanish-American War,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0298,Open Trivia Database API,CC BY-SA 4.0,Art,easy,What is the name of the Japanese art of folding paper into decorative shapes and figures?,Origami,Sumi-e,Ukiyo-e,Haiku,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0299,Open Trivia Database API,CC BY-SA 4.0,Art,easy,What is the world's oldest known piece of fiction?,Epic of Gilgamesh,Papyrus of Ani,Code of Hammurabi,Rosetta Stone,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_0300,Open Trivia Database API,CC BY-SA 4.0,Art,medium,Which time signature is commonly known as “Cut Time?”,2/2,4/4,6/8,3/4,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
