candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,source_entity,translation_status,editorial_status,controlled_disposition,controlled_note
wikidata_0225,Wikidata SPARQL,CC0,Geography,UNSET,What is the capital city of Democratic Republic of the Congo?,Kinshasa,Canberra,Cairo,Budapest,A,http://www.wikidata.org/entity/Q974,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0226,Wikidata SPARQL,CC0,Geography,UNSET,What is the capital city of Malaysia?,Kuala Lumpur,Canberra,Cairo,Budapest,A,http://www.wikidata.org/entity/Q833,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0227,Wikidata SPARQL,CC0,Geography,UNSET,What is the capital city of Liberia?,Monrovia,Canberra,Cairo,Budapest,A,http://www.wikidata.org/entity/Q1014,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0228,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element lithium?,3,120,119,88,A,http://www.wikidata.org/entity/Q568,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0229,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element unbinilium?,120,3,119,88,A,http://www.wikidata.org/entity/Q1146,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0230,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element ununennium?,119,3,120,88,A,http://www.wikidata.org/entity/Q1139,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0231,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element radium?,88,3,120,119,A,http://www.wikidata.org/entity/Q1128,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0232,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element bromine?,35,3,120,119,A,http://www.wikidata.org/entity/Q879,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0233,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element barium?,56,3,120,119,A,http://www.wikidata.org/entity/Q1112,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0234,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element silicon?,14,3,120,119,A,http://www.wikidata.org/entity/Q670,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0235,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element neptunium?,93,3,120,119,A,http://www.wikidata.org/entity/Q1105,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0236,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element osmium?,76,3,120,119,A,http://www.wikidata.org/entity/Q751,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0237,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element selenium?,34,3,120,119,A,http://www.wikidata.org/entity/Q876,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0238,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element boron?,5,3,120,119,A,http://www.wikidata.org/entity/Q618,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0239,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element carbon?,6,3,120,119,A,http://www.wikidata.org/entity/Q623,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0240,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element tin?,50,3,120,119,A,http://www.wikidata.org/entity/Q1096,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0241,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element gallium?,31,3,120,119,A,http://www.wikidata.org/entity/Q861,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0242,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element argon?,18,3,120,119,A,http://www.wikidata.org/entity/Q696,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0243,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element cerium?,58,3,120,119,A,http://www.wikidata.org/entity/Q1385,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0244,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element indium?,49,3,120,119,A,http://www.wikidata.org/entity/Q1094,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0245,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element neodymium?,60,3,120,119,A,http://www.wikidata.org/entity/Q1388,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0246,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element plutonium?,94,3,120,119,A,http://www.wikidata.org/entity/Q1102,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0247,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element yttrium?,39,3,120,119,A,http://www.wikidata.org/entity/Q941,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0248,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element xenon?,54,3,120,119,A,http://www.wikidata.org/entity/Q1106,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0249,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element vanadium?,23,3,120,119,A,http://www.wikidata.org/entity/Q722,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0250,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element copper?,29,3,120,119,A,http://www.wikidata.org/entity/Q753,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0251,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element antimony?,51,3,120,119,A,http://www.wikidata.org/entity/Q1099,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0252,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element protactinium?,91,3,120,119,A,http://www.wikidata.org/entity/Q1109,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0253,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element manganese?,25,3,120,119,A,http://www.wikidata.org/entity/Q731,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0254,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element lead?,82,3,120,119,A,http://www.wikidata.org/entity/Q708,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0255,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element europium?,63,3,120,119,A,http://www.wikidata.org/entity/Q1396,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0256,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element palladium?,46,3,120,119,A,http://www.wikidata.org/entity/Q1089,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0257,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element hafnium?,72,3,120,119,A,http://www.wikidata.org/entity/Q1119,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0258,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element strontium?,38,3,120,119,A,http://www.wikidata.org/entity/Q938,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0259,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element thallium?,81,3,120,119,A,http://www.wikidata.org/entity/Q932,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0260,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element rutherfordium?,104,3,120,119,A,http://www.wikidata.org/entity/Q1226,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0261,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element tellurium?,52,3,120,119,A,http://www.wikidata.org/entity/Q1100,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0262,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element radon?,86,3,120,119,A,http://www.wikidata.org/entity/Q1133,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0263,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element tantalum?,73,3,120,119,A,http://www.wikidata.org/entity/Q1123,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0264,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element Tungsten?,74,3,120,119,A,http://www.wikidata.org/entity/Q743,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0265,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element rubidium?,37,3,120,119,A,http://www.wikidata.org/entity/Q895,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0266,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element germanium?,32,3,120,119,A,http://www.wikidata.org/entity/Q867,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0267,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element arsenic?,33,3,120,119,A,http://www.wikidata.org/entity/Q871,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0268,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element silver?,47,3,120,119,A,http://www.wikidata.org/entity/Q1090,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0269,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element molybdenum?,42,3,120,119,A,http://www.wikidata.org/entity/Q1053,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0270,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element praseodymium?,59,3,120,119,A,http://www.wikidata.org/entity/Q1386,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0271,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element astatine?,85,3,120,119,A,http://www.wikidata.org/entity/Q999,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0272,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element iron?,26,3,120,119,A,http://www.wikidata.org/entity/Q677,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0273,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element gold?,79,3,120,119,A,http://www.wikidata.org/entity/Q897,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0274,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element beryllium?,4,3,120,119,A,http://www.wikidata.org/entity/Q569,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0275,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element fluorine?,9,3,120,119,A,http://www.wikidata.org/entity/Q650,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0276,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element rhodium?,45,3,120,119,A,http://www.wikidata.org/entity/Q1087,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0277,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element neon?,10,3,120,119,A,http://www.wikidata.org/entity/Q654,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0278,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element helium?,2,3,120,119,A,http://www.wikidata.org/entity/Q560,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0279,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element iridium?,77,3,120,119,A,http://www.wikidata.org/entity/Q877,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0280,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element bismuth?,83,3,120,119,A,http://www.wikidata.org/entity/Q942,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0281,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element platinum?,78,3,120,119,A,http://www.wikidata.org/entity/Q880,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0282,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element zirconium?,40,3,120,119,A,http://www.wikidata.org/entity/Q1038,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0283,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element magnesium?,12,3,120,119,A,http://www.wikidata.org/entity/Q660,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0284,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element scandium?,21,3,120,119,A,http://www.wikidata.org/entity/Q713,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0285,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element actinium?,89,3,120,119,A,http://www.wikidata.org/entity/Q1121,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0286,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element polonium?,84,3,120,119,A,http://www.wikidata.org/entity/Q979,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0287,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element cadmium?,48,3,120,119,A,http://www.wikidata.org/entity/Q1091,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0288,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element calcium?,20,3,120,119,A,http://www.wikidata.org/entity/Q706,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0289,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element mercury?,80,3,120,119,A,http://www.wikidata.org/entity/Q925,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0290,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element krypton?,36,3,120,119,A,http://www.wikidata.org/entity/Q888,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0291,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element potassium?,19,3,120,119,A,http://www.wikidata.org/entity/Q703,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0292,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element rhenium?,75,3,120,119,A,http://www.wikidata.org/entity/Q737,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0293,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element niobium?,41,3,120,119,A,http://www.wikidata.org/entity/Q1046,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0294,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element uranium?,92,3,120,119,A,http://www.wikidata.org/entity/Q1098,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0295,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element zinc?,30,3,120,119,A,http://www.wikidata.org/entity/Q758,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0296,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element nickel?,28,3,120,119,A,http://www.wikidata.org/entity/Q744,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0297,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element ruthenium?,44,3,120,119,A,http://www.wikidata.org/entity/Q1086,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0298,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element hydrogen?,1,3,120,119,A,http://www.wikidata.org/entity/Q556,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0299,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element chlorine?,17,3,120,119,A,http://www.wikidata.org/entity/Q688,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0300,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element nitrogen?,7,3,120,119,A,http://www.wikidata.org/entity/Q627,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0301,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element oxygen?,8,3,120,119,A,http://www.wikidata.org/entity/Q629,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0302,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element phosphorus?,15,3,120,119,A,http://www.wikidata.org/entity/Q674,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0303,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element sodium?,11,3,120,119,A,http://www.wikidata.org/entity/Q658,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0304,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element cobalt?,27,3,120,119,A,http://www.wikidata.org/entity/Q740,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0305,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element sulfur?,16,3,120,119,A,http://www.wikidata.org/entity/Q682,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0306,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element aluminium?,13,3,120,119,A,http://www.wikidata.org/entity/Q663,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0307,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element flerovium?,114,3,120,119,A,http://www.wikidata.org/entity/Q1302,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0308,Wikidata SPARQL,CC0,Science & Nature,UNSET,What is the atomic number of the element livermorium?,116,3,120,119,A,http://www.wikidata.org/entity/Q1304,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
