candidate_id,source,license,source_category,question_en,answer_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,source_entity,translation_status,editorial_status
wikidata_0659,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Pakistan?,Urdu,Urdu,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q843,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0660,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Afghanistan?,Nuristani,Nuristani,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q889,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0661,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Laos?,Lao,Lao,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q819,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0662,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Mali?,Hassaniya Arabic,Hassaniya Arabic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q912,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0663,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Zimbabwe?,Tswana,Tswana,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q954,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0664,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Lebanon?,Arabic,Arabic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q822,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0665,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Iran?,Persian,Persian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q794,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0666,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Zimbabwe?,Ndau,Ndau,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q954,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0667,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Zimbabwe?,Khoisan,Khoisan,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q954,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0668,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Kuwait?,Arabic,Arabic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q817,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0669,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Haiti?,Haitian Creole,Haitian Creole,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q790,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0670,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Latvia?,Latvian,Latvian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q211,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0671,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Egypt?,Arabic,Arabic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q79,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0672,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Hungary?,Hungarian,Hungarian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q28,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0673,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Belarus?,Belarusian,Belarusian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q184,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0674,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Belarus?,Russian,Russian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q184,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0675,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Kazakhstan?,Russian,Russian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q232,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0676,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Moldova?,Romanian,Romanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q217,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0677,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Canada?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q16,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0678,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Canada?,French,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q16,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0679,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Ukraine?,Ukrainian,Ukrainian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q212,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0680,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Bosnia and Herzegovina?,Croatian,Croatian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q225,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0681,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Bosnia and Herzegovina?,Bosnian,Bosnian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q225,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0682,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Bosnia and Herzegovina?,Serbian,Serbian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q225,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0683,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Germany?,German,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q183,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0684,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Spain?,Spanish,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q29,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0685,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Monaco?,French,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q235,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0686,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Greenland?,Greenlandic,Greenlandic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q223,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0687,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Kazakhstan?,Kazakh,Kazakh,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q232,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0688,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Andorra?,Catalan,Catalan,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q228,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0689,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Sweden?,Swedish,Swedish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q34,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0690,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Netherlands?,Dutch,Dutch,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q55,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0691,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Georgia?,Georgian,Georgian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q230,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0692,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Japan?,Japanese,Japanese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q17,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0693,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Lithuania?,Lithuanian,Lithuanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q37,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0694,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Cuba?,Spanish,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q241,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0695,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Iceland?,Icelandic,Icelandic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q189,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0696,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Mexico?,Spanish,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q96,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0697,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Finland?,Swedish,Swedish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q33,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0698,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with United States?,Spanish,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q30,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0699,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Finland?,Finnish,Finnish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q33,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0700,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with United States?,Hawaiian,Hawaiian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q30,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0701,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Estonia?,Estonian,Estonian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q191,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0702,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Ethiopia?,Amharic,Amharic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q115,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0703,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Austria?,German,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q40,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0704,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Poland?,Polish,Polish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q36,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0705,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Denmark?,Danish,Danish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q35,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0706,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Ireland?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q27,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0707,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Ireland?,Irish,Irish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q27,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0708,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Mexico?,Yucatec Maya,Yucatec Maya,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q96,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0709,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Russia?,Russian,Russian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q159,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0710,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Ghana?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q117,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0711,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Brazil?,Portuguese,Portuguese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q155,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0712,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Turkey?,Turkish,Turkish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q43,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0713,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Czech Republic?,Czech,Czech,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q213,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0714,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Zulu,Zulu,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0715,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0716,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Xhosa,Xhosa,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0717,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Swazi,Swazi,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0718,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Montenegro?,Montenegrin,Montenegrin,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q236,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0719,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Belgium?,Dutch,Dutch,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q31,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0720,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Venda,Venda,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0721,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Portugal?,Portuguese,Portuguese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q45,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0722,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Barbados?,Bajan Creole,Bajan Creole,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q244,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0723,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Belgium?,German,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q31,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0724,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Belgium?,French,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q31,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0725,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Switzerland?,Romansh,Romansh,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0726,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with People's Republic of China?,Putonghua,Putonghua,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q148,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0727,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Norway?,Nynorsk,Nynorsk,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0728,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Switzerland?,German,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0729,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Switzerland?,French,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0730,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Switzerland?,Italian,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0731,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Norway?,Norwegian,Norwegian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0732,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Norway?,Bokmål,Bokmål,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0733,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with United Kingdom?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q145,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0734,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Azerbaijan?,Azerbaijani,Azerbaijani,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q227,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0735,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Cyprus?,Turkish,Turkish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q229,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0736,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Tswana,Tswana,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0737,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Slovenia?,Slovene,Slovene,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q215,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0738,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Afrikaans,Afrikaans,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0739,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Austria?,Austrian Sign Language,Austrian Sign Language,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q40,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0740,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Norway?,Sámi,Sámi,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0741,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Bulgaria?,Bulgarian,Bulgarian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q219,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0742,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Luxembourg?,German,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q32,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0743,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Luxembourg?,Luxembourgish,Luxembourgish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q32,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0744,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Luxembourg?,French,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q32,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0745,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Northern Sotho,Northern Sotho,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0746,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Sesotho,Sesotho,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0747,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with South Africa?,Tsonga,Tsonga,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0748,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Indonesia?,Indonesian,Indonesian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q252,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0749,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Romania?,Romanian,Romanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q218,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0750,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Azerbaijan?,Azerbaijani Sign Language,Azerbaijani Sign Language,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q227,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0751,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Cyprus?,Modern Greek,Modern Greek,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q229,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0752,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Albania?,Albanian,Albanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q222,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0753,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Mexico?,nahuatl,nahuatl,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q96,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0754,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Kenya?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q114,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0755,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Belize?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q242,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0756,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Barbados?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q244,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0757,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Malta?,English,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q233,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0758,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Greece?,Greek,Greek,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q41,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0759,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with North Macedonia?,Albanian,Albanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q221,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0760,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Vatican City?,Latin,Latin,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q237,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0761,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Kenya?,Swahili,Swahili,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q114,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0762,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with North Macedonia?,Macedonian,Macedonian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q221,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0763,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Malta?,Maltese,Maltese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q233,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0764,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with San Marino?,Italian,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q238,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0765,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Vatican City?,Italian,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q237,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0766,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Slovakia?,Slovak,Slovak,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q214,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0767,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Italy?,Italian,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q38,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0768,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with France?,French,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q142,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0769,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Croatia?,Croatian,Croatian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q224,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0770,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Paraguay?,Spanish,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q733,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0771,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Paraguay?,Guarani,Guarani,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q733,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0772,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Ecuador?,Shuar,Shuar,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q736,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
wikidata_0773,Wikidata SPARQL,CC0,Ziman,What is an official or national language associated with Ecuador?,Northern Quichua,Northern Quichua,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q736,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
