id,category,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,is_approved,question_type,image_url,source_url
offline_10760,Muzîk,ku-kmr,'Muzîk' araştırmalarında 'Erdewan Zaxoyî' neyi açıklar?,tek bir sanatçının şarkı söylemesi veya çalması,Bahdinan bölgesinin sevilen devrimci müzisyeni,kilamların okunduğu serbest ritimli vokal tarzı,Kürt halkının ulusal duygularını seslendiren ozan,B,'Erdewan Zaxoyî' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10761,Muzîk,ku-kmr,'Aram Tigran' teriminin muzîk bağlamındaki karşılığı nedir?,Kürtçe şarkılarıyla tanınan Ermeni asıllı usta müzisyen,Van ve Diyarbakır'da dengbêjlerin dinlendiği kültürel mekan,daha çok aşk ve yiğitlik üzerine söylenen müzik türü,Kürt müziğini dünyaya tanıtan en meşhur ses sanatçısı,A,'Aram Tigran' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_10762,Muzîk,ku-kmr,Muzîk bağlamında 'şakiro stranları' sadece teknik veya önemsiz bir detaydır.,Rast,Şaş,-,-,B,'şakiro stranları' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10763,Muzîk,ku-kmr,Aşağıdaki terimlerden hangisi 'Koma Wetan' ile yakın bir anlama sahiptir?,tarihteki ilk Kürtçe rock grubunun adı,zurna ile birlikte çalınan ritim sazı,ezgili sözlü anlatım yapan sanatçı,müzisyenlere para atarak taltif etme adeti,A,'Koma Wetan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_10764,Muzîk,ku-kmr,"'Dahol', muzîk araştırmalarında geçerli bir kavramdır.",Rast,Şaş,-,-,A,'dahol' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_10765,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'çeng' teriminin doğru tanımıdır?,Serhat bölgesinde yaygın olan bir Kürt halk ezgisi türü,antik Mezopotamya ve Kürt müziğinde kullanılan arp benzeri çalgı,Kürt tasavvuf ve halk müziğinde kullanılan vurmalı çalgı,Kürt kadın dengbêj geleneğinin en bilinen temsilcilerinden,B,'çeng' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10766,Muzîk,ku-kmr,Gelişmiş muzîk teorilerinde 'hîran' kavramına sıkça başvurulur.,Rast,Şaş,-,-,A,'hîran' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_10767,Muzîk,ku-kmr,'Muzîk' alanı yalnızca 'Koma Amed' dışındaki konuları inceler.,Rast,Şaş,-,-,B,'Koma Amed' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,true_false,,zankurd_seed_rich_v2
offline_10768,Muzîk,ku-kmr,'Zaza müziği' kavramı Muzîk çalışmalarında önemli bir başlık olarak kabul edilir.,Rast,Şaş,-,-,A,'zaza müziği' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_10769,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Karapetê Xaço' kavramının temel niteliğidir?,kış gecesi sohbetlerinde icra edilen sözlü müzik,çobanların da çaldığı üflemeli geleneksel enstrüman,modern dönemde Kürt halk müziğini icra eden sanatçı,Kürt sözlü müziğini derleyen Ermeni asıllı dengbêj,D,'Karapetê Xaço' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_10770,Muzîk,ku-kmr,'Lawik' terimi modern muzîk literatüründe kullanılmaz.,Rast,Şaş,-,-,B,'lawik' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,true_false,,zankurd_seed_rich_v2
offline_10771,Muzîk,ku-kmr,'Muzîk' alanı yalnızca 'Şakiro' dışındaki konuları inceler.,Rast,Şaş,-,-,B,'Şakiro' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,true_false,,zankurd_seed_rich_v2
offline_10772,Muzîk,ku-kmr,Kürdistan/Kürt çalışmaları çerçevesinde 'Koma Wetan' ne şekilde yorumlanır?,zurna ile birlikte çalınan ritim sazı,klasik Bahdinan müziğinin efsanevi sesi,tarihteki ilk Kürtçe rock grubunun adı,Kürt halk müziğinde bir başka ezgi tarzı,C,'Koma Wetan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10773,Muzîk,ku-kmr,'Muzîk' bağlamında 'defbaz' tamamen uydurma bir terimdir.,Rast,Şaş,-,-,B,'defbaz' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_10774,Muzîk,ku-kmr,'Muzîk' alanı yalnızca 'zembîlfiroş stranı' dışındaki konuları inceler.,Rast,Şaş,-,-,B,'zembîlfiroş stranı' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,true_false,,zankurd_seed_rich_v2
offline_10775,Muzîk,ku-kmr,'Kardeş türküler' teriminin muzîk alanı dışındaki bilimlerde kullanımı çok daha yaygındır.,Rast,Şaş,-,-,B,'Kardeş Türküler' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10776,Muzîk,ku-kmr,'Muzîk' çalışmalarında 'çeng' kavramı hangi konuyu aydınlatır?,Serhat bölgesinde yaygın olan bir Kürt halk ezgisi türü,dengbêjlerin söylediği destansı veya aşk temalı şarkı,müziği kağıda dökmek için kullanılan evrensel işaretler,antik Mezopotamya ve Kürt müziğinde kullanılan arp benzeri çalgı,D,'çeng' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_10777,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Koma Amed' kavramının taşıdığı temel anlamlardan biridir?,müziği kağıda dökmek için kullanılan evrensel işaretler,90'larda Kürt müziğinde devrim yapan alternatif müzik grubu,daha çok aşk ve yiğitlik üzerine söylenen müzik türü,dengbêjlerin söylediği destansı veya aşk temalı şarkı,B,'Koma Amed' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10778,Muzîk,ku-kmr,'Muzîk' alanında 'dengbêjlik okulu' konusunun yeri nedir?,usta-çırak ilişkisiyle yürüyen müzikal aktarım,Bahdinan bölgesinin popüler klasik halk sanatçısı,Kürt halk müziğinde en kutsal sayılan telli saz,halk müziğinde yaygın olarak çalınan zilli tef,A,'dengbêjlik okulu' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10779,Muzîk,ku-kmr,Muzîk bağlamında 'behedînî ezgileri' sadece teknik veya önemsiz bir detaydır.,Rast,Şaş,-,-,B,'behedînî ezgileri' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10780,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Meryem Xan' teriminin doğru tanımıdır?,çobanların da çaldığı üflemeli geleneksel enstrüman,Bahdinan bölgesinin popüler klasik halk sanatçısı,daha çok aşk ve yiğitlik üzerine söylenen müzik türü,Kürt müziğinde plak dolduran ilk Kürt kadın sanatçı,D,'Meryem Xan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10781,Muzîk,ku-kmr,'def' denildiğinde muzîk açısından ne anlaşılmalıdır?,Kürt müziğine rock ve caz esintileri getiren sanatçı,Kürt tasavvuf ve halk müziğinde kullanılan vurmalı çalgı,Serhat bölgesinde yaygın olan bir Kürt halk ezgisi türü,çobanların da çaldığı üflemeli geleneksel enstrüman,B,'def' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_10782,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'koro' teriminin doğru tanımıdır?,topluluk halinde şarkı söyleme biçimi,müziğin temelini oluşturan düzenli vuruşlar,ezgili sözlü anlatım yapan sanatçı,Kürt coğrafyasında da çalınan yaylı çalgı,A,'koro' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10783,Muzîk,ku-kmr,"'nota' kavramı, toplumsal bilinç ve muzîk açısından neyi ifade eder?",müziği kağıda dökmek için kullanılan evrensel işaretler,Van ve Diyarbakır'da dengbêjlerin dinlendiği kültürel mekan,Şırnak ve Cizre yöresinin ritmik ve makamsal müziği,Kürt kadın dengbêj geleneğinin en bilinen temsilcilerinden,A,'nota' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_10784,Muzîk,ku-kmr,'solo' kavramı muzîk açısından neyi ifade eder?,tek bir sanatçının şarkı söylemesi veya çalması,Bahdinan bölgesinin popüler klasik halk sanatçısı,halk müziğinde yaygın olarak çalınan zilli tef,Kürt sözlü müziğini derleyen Ermeni asıllı dengbêj,A,'solo' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_10785,Muzîk,ku-kmr,'Koma Amed' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,Van ve Diyarbakır'da dengbêjlerin dinlendiği kültürel mekan,müziği kağıda dökmek için kullanılan evrensel işaretler,Şakiro'nun seslendirdiği uzun soluklu destansı kilamlar,90'larda Kürt müziğinde devrim yapan alternatif müzik grubu,D,'Koma Amed' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_10786,Muzîk,ku-kmr,Geleneksel muzîk birikiminde 'Aynur Doğan' kavramının izlerine rastlanır.,Rast,Şaş,-,-,A,'Aynur Doğan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_10787,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Karapetê Xaço' kavramının en uygun açıklamasıdır?,dengbêjlerin söylediği destansı veya aşk temalı şarkı,kış gecesi sohbetlerinde icra edilen sözlü müzik,Şırnak ve Cizre yöresinin ritmik ve makamsal müziği,Kürt sözlü müziğini derleyen Ermeni asıllı dengbêj,D,'Karapetê Xaço' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10788,Muzîk,ku-kmr,"'Heyran', muzîk araştırmalarında geçerli bir kavramdır.",Rast,Şaş,-,-,A,'heyran' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_10789,Muzîk,ku-kmr,'Dahol' kavramının muzîk ile hiçbir bağı bulunmamaktadır.,Rast,Şaş,-,-,B,'dahol' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_10790,Muzîk,ku-kmr,Aşağıdaki terimlerden hangisi 'zaza müziği' ile yakın bir anlama sahiptir?,Kürt müziğini dünyaya tanıtan en meşhur ses sanatçısı,Bahdinan bölgesinin popüler klasik halk sanatçısı,çobanların da çaldığı üflemeli geleneksel enstrüman,Dersim ve Bingöl yöresinde icra edilen Kürtçe müzik,D,'zaza müziği' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_10791,Muzîk,ku-kmr,'Çeng' terimi muzîk kavramsal çerçevesinde yer alır.,Rast,Şaş,-,-,A,'çeng' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10792,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'lawik' kavramının en uygun açıklamasıdır?,Dersim ve Bingöl yöresinde icra edilen Kürtçe müzik,Türk ve Kürt müziğinde ezgisel yapıyı belirleyen sistem,daha çok aşk ve yiğitlik üzerine söylenen müzik türü,çobanların da çaldığı üflemeli geleneksel enstrüman,C,'lawik' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10793,Muzîk,ku-kmr,'Muzîk' araştırmalarında 'Meryem Xan' neyi açıklar?,Kürt müziğinde plak dolduran ilk Kürt kadın sanatçı,Bahdinan bölgesinin popüler klasik halk sanatçısı,Kürt müziğine rock ve caz esintileri getiren sanatçı,Kürt sözlü müziğini derleyen Ermeni asıllı dengbêj,A,'Meryem Xan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10794,Muzîk,ku-kmr,'makam' kavramı muzîk açısından neyi ifade eder?,dengbêjlerin söylediği destansı veya aşk temalı şarkı,Serhat bölgesinde yaygın olan bir Kürt halk ezgisi türü,Kürt müziğine rock ve caz esintileri getiren sanatçı,Türk ve Kürt müziğinde ezgisel yapıyı belirleyen sistem,D,'makam' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_10795,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Kardeş Türküler' kavramının taşıdığı temel anlamlardan biridir?,Kürt müziğini çok kültürlü ortamda icra eden grup,Şırnak ve Cizre yöresinin ritmik ve makamsal müziği,Bahdinan bölgesinin popüler klasik halk sanatçısı,erken dönem Kürt müziği kayıtlarını yapan dengbêj,A,'Kardeş Türküler' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10796,Muzîk,ku-kmr,'Solo' kavramı Muzîk alanıyla doğrudan ilişkilidir.,Rast,Şaş,-,-,A,'solo' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_10797,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'erbane' kavramının taşıdığı temel anlamlardan biridir?,Bahdinan bölgesinin popüler klasik halk sanatçısı,erken dönem Kürt müziği kayıtlarını yapan dengbêj,halk müziğinde yaygın olarak çalınan zilli tef,tek bir sanatçının şarkı söylemesi veya çalması,C,'erbane' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10798,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'lawik' teriminin doğru tanımıdır?,daha çok aşk ve yiğitlik üzerine söylenen müzik türü,Bahdinan bölgesinin popüler klasik halk sanatçısı,Kürt müziğini dünyaya tanıtan en meşhur ses sanatçısı,Şırnak ve Cizre yöresinin ritmik ve makamsal müziği,A,'lawik' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10799,Muzîk,ku-kmr,Gelişmiş muzîk teorilerinde 'Aynur Doğan' kavramına sıkça başvurulur.,Rast,Şaş,-,-,A,'Aynur Doğan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_10800,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'dengbêj makamı' kavramının taşıdığı temel anlamlardan biridir?,erbane veya defi ustalıkla çalan ritim sanatçısı,"yüksek sesli, açık havada çalınan nefesli çalgı",Bahdinan bölgesinin sevilen devrimci müzisyeni,kilamların okunduğu serbest ritimli vokal tarzı,D,'dengbêj makamı' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10801,Muzîk,ku-kmr,'lawik' teriminin muzîk bağlamındaki karşılığı nedir?,daha çok aşk ve yiğitlik üzerine söylenen müzik türü,modern dönemde Kürt halk müziğini icra eden sanatçı,erken dönem Kürt müziği kayıtlarını yapan dengbêj,Türk ve Kürt müziğinde ezgisel yapıyı belirleyen sistem,A,'lawik' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_10802,Muzîk,ku-kmr,'şevbêrk müziği' hakkında verilen bilgilerden hangisi en doğrudur?,90'larda Kürt müziğinde devrim yapan alternatif müzik grubu,Kürt tasavvuf ve halk müziğinde kullanılan vurmalı çalgı,'kış gecesi sohbetlerinde icra edilen sözlü müzik' ile doğrudan ilişkilidir.,antik Mezopotamya ve Kürt müziğinde kullanılan arp benzeri çalgı,C,'şevbêrk müziği' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_10803,Muzîk,ku-kmr,'Aram tigran' teriminin muzîk alanı dışındaki bilimlerde kullanımı çok daha yaygındır.,Rast,Şaş,-,-,B,'Aram Tigran' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10804,Muzîk,ku-kmr,Aşağıdaki seçeneklerden hangisi 'Meryem Xan' kavramını tanımlar?,Kürt müziğinde plak dolduran ilk Kürt kadın sanatçı,Bahdinan bölgesinin popüler klasik halk sanatçısı,"Kars, Ağrı ve Van yöresine özgü lirik müzik tarzı",Şırnak ve Cizre yöresinin ritmik ve makamsal müziği,A,'Meryem Xan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10805,Muzîk,ku-kmr,'Muzîk' bağlamında 'stranbêj' tamamen uydurma bir terimdir.,Rast,Şaş,-,-,B,'stranbêj' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_10806,Muzîk,ku-kmr,'kemençe' hakkında verilen bilgilerden hangisi en doğrudur?,Kürt tasavvuf ve halk müziğinde kullanılan vurmalı çalgı,'Kürt coğrafyasında da çalınan yaylı çalgı' ile doğrudan ilişkilidir.,antik Mezopotamya ve Kürt müziğinde kullanılan arp benzeri çalgı,Van ve Diyarbakır'da dengbêjlerin dinlendiği kültürel mekan,B,'kemençe' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_10807,Muzîk,ku-kmr,'Aram tigran' terimi muzîk kavramsal çerçevesinde yer alır.,Rast,Şaş,-,-,A,'Aram Tigran' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10808,Muzîk,ku-kmr,Aşağıdaki seçeneklerden hangisi 'Ciwan Haco' kavramını tanımlar?,Kürt müziğine rock ve caz esintileri getiren sanatçı,erken dönem Kürt müziği kayıtlarını yapan dengbêj,Kürt müziğini dünyaya tanıtan en meşhur ses sanatçısı,Serhat bölgesinde yaygın olan bir Kürt halk ezgisi türü,A,'Ciwan Haco' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10809,Muzîk,ku-kmr,'Muzîk' çerçevesinde 'Kardeş Türküler' ne amaçla ele alınır?,kilamların okunduğu serbest ritimli vokal tarzı,Kürt müziğini çok kültürlü ortamda icra eden grup,kış gecesi sohbetlerinde icra edilen sözlü müzik,"Kars, Ağrı ve Van yöresine özgü lirik müzik tarzı",B,'Kardeş Türküler' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_10810,Muzîk,ku-kmr,Aşağıdaki seçeneklerden hangisi 'ritim' kavramını tanımlar?,müziğin temelini oluşturan düzenli vuruşlar,kilamların okunduğu serbest ritimli vokal tarzı,usta-çırak ilişkisiyle yürüyen müzikal aktarım,halk müziğinde yaygın olarak çalınan zilli tef,A,'ritim' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10811,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Koma Wetan' kavramının temel niteliğidir?,İkisi de sözlü ezgi geleneğinin parçasıdır,tarihteki ilk Kürtçe rock grubunun adı,klasik Bahdinan müziğinin efsanevi sesi,müziğin temelini oluşturan düzenli vuruşlar,B,'Koma Wetan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_10812,Muzîk,ku-kmr,'Çeng' kavramı Muzîk çalışmalarında önemli bir başlık olarak kabul edilir.,Rast,Şaş,-,-,A,'çeng' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_10813,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'şabaş geleneği' kavramının en uygun açıklamasıdır?,müzisyenlere para atarak taltif etme adeti,usta-çırak ilişkisiyle yürüyen müzikal aktarım,Kürtlerin 'şahê dengbêjan' dediği güçlü ses,efsaneyi anlatan meşhur geleneksel kilam,A,'şabaş geleneği' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10814,Muzîk,ku-kmr,Toplumsal yapı içinde 'botan ezgileri' kavramının önemi nedir?,Dersim ve Bingöl yöresinde icra edilen Kürtçe müzik,Kürt müziğinde plak dolduran ilk Kürt kadın sanatçı,"Kars, Ağrı ve Van yöresine özgü lirik müzik tarzı",Şırnak ve Cizre yöresinin ritmik ve makamsal müziği,D,'botan ezgileri' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10815,Muzîk,ku-kmr,'Eyşeqan' kavramının muzîk ile hiçbir bağı bulunmamaktadır.,Rast,Şaş,-,-,B,'Eyşeqan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_10816,Muzîk,ku-kmr,'Muzîk' alanında 'zembîlfiroş stranı' konusunun yeri nedir?,efsaneyi anlatan meşhur geleneksel kilam,usta-çırak ilişkisiyle yürüyen müzikal aktarım,topluluk halinde şarkı söyleme biçimi,seslerin ardışık dizilmesiyle oluşan ezgi,A,'zembîlfiroş stranı' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10817,Muzîk,ku-kmr,'Muzîk' bağlamında 'Aynur Doğan' tamamen uydurma bir terimdir.,Rast,Şaş,-,-,B,'Aynur Doğan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_10818,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Karapetê Xaço' kavramının modern bağlamda kullanımıdır?,çobanların da çaldığı üflemeli geleneksel enstrüman,Kürt müziğinde plak dolduran ilk Kürt kadın sanatçı,Kürt sözlü müziğini derleyen Ermeni asıllı dengbêj,Dersim ve Bingöl yöresinde icra edilen Kürtçe müzik,C,'Karapetê Xaço' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10819,Muzîk,ku-kmr,Aşağıdakilerden hangisi 'Koma Wetan' kavramının en uygun açıklamasıdır?,tarihteki ilk Kürtçe rock grubunun adı,Kürt halk müziğinde bir başka ezgi tarzı,müzisyenlere para atarak taltif etme adeti,"Aşk, kahramanlık ya da acı olaylar",A,'Koma Wetan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10820,Muzîk,ku-kmr,'Muzîk' araştırmalarında 'Eyşeqan' neyi açıklar?,Kürtçe şarkılarıyla tanınan Ermeni asıllı usta müzisyen,Kürt kadın dengbêj geleneğinin en bilinen temsilcilerinden,Şakiro'nun seslendirdiği uzun soluklu destansı kilamlar,dengbêjlerin söylediği destansı veya aşk temalı şarkı,B,'Eyşeqan' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10821,Muzîk,ku-kmr,Aşağıdaki seçeneklerden hangisi 'Hasan Cizrawî' kavramını tanımlar?,kış gecesi sohbetlerinde icra edilen sözlü müzik,erken dönem Kürt müziği kayıtlarını yapan dengbêj,Dersim ve Bingöl yöresinde icra edilen Kürtçe müzik,Kürt halkının ulusal duygularını seslendiren ozan,B,'Hasan Cizrawî' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_10822,Muzîk,ku-kmr,'Heyran' teriminin muzîk alanı dışındaki bilimlerde kullanımı çok daha yaygındır.,Rast,Şaş,-,-,B,'heyran' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10823,Muzîk,ku-kmr,'Zurna' terimi muzîk kavramsal çerçevesinde yer alır.,Rast,Şaş,-,-,A,'zurna' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_10824,Muzîk,ku-kmr,Kürdistan/Kürt çalışmaları çerçevesinde 'Şivan Perwer' ne şekilde yorumlanır?,Kürt müziğine rock ve caz esintileri getiren sanatçı,dengbêjlerin söylediği destansı veya aşk temalı şarkı,Kürt müziğini dünyaya tanıtan en meşhur ses sanatçısı,Dersim ve Bingöl yöresinde icra edilen Kürtçe müzik,C,'Şivan Perwer' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_10825,Muzîk,ku-kmr,'Çeng' kavramı Muzîk alanıyla doğrudan ilişkilidir.,Rast,Şaş,-,-,A,'çeng' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_10826,Muzîk,ku-kmr,Gelişmiş muzîk teorilerinde 'kilam' kavramına sıkça başvurulur.,Rast,Şaş,-,-,A,'kilam' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,2,true,true_false,,zankurd_seed_rich_v2
offline_10827,Muzîk,ku-kmr,"'Karapetê Xaço' kavramı, toplumsal bilinç ve muzîk açısından neyi ifade eder?",Kürt sözlü müziğini derleyen Ermeni asıllı dengbêj,dengbêjlerin söylediği destansı veya aşk temalı şarkı,daha çok aşk ve yiğitlik üzerine söylenen müzik türü,Kürt müziğini çok kültürlü ortamda icra eden grup,A,'Karapetê Xaço' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_10828,Muzîk,ku-kmr,'lawik' hakkında verilen bilgilerden hangisi en doğrudur?,Türk ve Kürt müziğinde ezgisel yapıyı belirleyen sistem,'daha çok aşk ve yiğitlik üzerine söylenen müzik türü' ile doğrudan ilişkilidir.,müziği kağıda dökmek için kullanılan evrensel işaretler,halaylarda çalınan hareketli ve ritmik halk şarkıları,B,'lawik' kavramı hakkında muzîk bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
