candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,translation_status,editorial_status
opentdb_remaining_0407,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,hard,The decimal number 31 in hexadecimal would be what?,1F,3D,2E,1B,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0408,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,medium,"What are the first 6 digits of the number ""Pi""?",3.14159,3.14169,3.12423,3.25812,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0409,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,medium,"In the hexadecimal system, what number comes after 9?",The Letter A,10,The Number 0,16,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0410,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,medium,At what temperature does temp in °C equal temp in °F?,-40,+40,0,+100,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0411,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,hard,How many zeptometres are inside one femtometre?,"1,000,000",10,"1,000,000,000",1000,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0412,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,easy,"The metric prefix ""atto-"" makes a measurement how much smaller than the base unit?",One Quintillionth,One Billionth,One Quadrillionth,One Septillionth,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0413,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,medium,"In a normal distribution, 95% of the data lies within how many standard deviations of the mean?",2,1,3,4,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0414,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,easy,How many square faces does a cube have?,6,4,8,10,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0415,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,easy,How many degrees make a full circle?,360,180,90,720,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0416,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,medium,What type of function is x²+2x+1?,Quadratic,Rational,Linear,Exponential,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0417,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,hard,Which of these numbers is closest to the total number of possible states for an army standard Enigma Machine?,1.58 x 10^20,1.58 x 10^22,1.58 x  10^18,1.58 x 10^24,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0418,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,hard,What is the only Millennium Prize Problem that has been solved so far?,Poincaré conjecture,P vs. NP problem,Riemann Hypothesis,Fermat's conjecture,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0419,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,hard,What is the fourth digit of π?,1,2,3,4,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0420,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,easy,How many sides does a pentagon have?,5,9,6,4,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0421,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,easy,Which two men are credited with independently discovering differential calculus? ,Newton and Leibnitz,Plato and Aristotle,Asiimov and Rutherford,Dvorak and Smith,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0422,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,hard,What is the derivative of Acceleration with respect to time?,Jerk,Shift,Bump,Slide,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0423,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,easy,"What comes after a Million, a Billion, and a Trillion?",Quadrillion,Sextillion,Quintillion,Septillion,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0424,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,medium,What is the alphanumeric representation of the imaginary number?,i,e,n,x,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0425,Open Trivia Database API,CC BY-SA 4.0,Science: Mathematics,easy,Which of the following is not one of the seven Millennium Prize Problems?,Naviér conjecture,Birch and Swinnerton-Dyer Conjecture,Riemann hypothesis,Poincaré conjecture,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0426,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,"In Norse mythology, what is the name of the serpent which eats the roots of the ash tree Yggdrasil?",Nidhogg,Bragi,Odin,Ymir,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0427,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,Nidhogg is a mythical creature from what mythology?,Norse,Egyptian,Greek,Hindu,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0428,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,Who is the god of war in Polynesian mythology?,'Oro,Hina,Kohara,Māui,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0429,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,What is the name of the wildman that Gilgamesh befriends and goes on adventures with?,Enkidu,Ishtar,Inanna,Agga,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0430,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"According to Japanese folklore, what is the favorite food of the Kappa.",Cucumbers,Kabocha,Nasu,Soba,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0431,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,Which of the following is not true about the life of Tiresias?,Sailed with the Argonauts to find the golden fleece,"Athena turned him into a woman, and then years later back into a man",Hera blinded him after he agreed with Zeus in an argument,Revealed to Oedipus that Oedipus had married his own mother,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0432,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,What animal did Queen Pasipahe sleep with before she gave birth to the Minotaur in Greek Mythology?,Bull,Pig,Ox,Horse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0433,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,"Who is a minor god that is protector and creator of various arts, such as cheese making and bee keeping.",Aristaeus,Autonoe,Carme,Cephisso,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0434,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,What immense structure is referred to in Norse Mythology as the Yggdrasil.,Tree,Mountain,Temple,Castle,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0435,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,"Talos, the mythical giant bronze man, was the protector of which island?",Crete,Sardinia,Sicily,Cyprus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0436,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,Who was the Roman god of fire?,Vulcan,Apollo,Jupiter,Mercury,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0437,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,Who did Hippomenes defeat in a footrace?,Atalanta,Peleus,Theseus,Jason,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0438,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,What is the name of the Greek god of peaceful deaths?,Thanatos,Tartarus,Hades,Moros,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0439,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,Hera is god of...,Marriage,Agriculture,Sea,War,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0440,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,"What weakpoint of Achilles was expoited by the Trojan prince, Paris?",Heel,Neck,Back,Calf,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0441,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"In African mythology, Anansi is a trickster and storyteller who takes the shape of which animal?",Spider,Wild dog,Monkey,Crocodile,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0442,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"In Norse Mythology, what is the name of the symbol commonly referred to as the ""Tree of Life""?",Yggdrasil,Ymir,Tree of the Earth,Odin's Roots,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0443,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,"In Greek Mythology, who was the daughter of King Minos?",Ariadne,Athena,Ariel,Alana,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0444,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"The Norse god Odin has two pet crows named ""Huginn"" and ""Muninn"".  What do their names mean?",Thought & Memory,Power & Peace,War & Learning,Sleeping & Waking,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0445,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,"What mythology did the god ""Apollo"" come from?",Greek and Roman,Roman and Spanish,Greek and Chinese,"Greek, Roman and Norse",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0446,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,Neptune's greek name was...,Poseidon,Ares,Zeus,Apollo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0447,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,What is the name of the first human being in Norse mythology?,Ask,Asmund,Ake,Asger,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0448,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,Who was the only god from Greece who did not get a name change in Rome?,Apollo,Demeter,Zeus,Athena,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0449,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,"Which Greek & Roman god was known as the god of music, truth and prophecy, healing, the sun and light, plague, poetry, and more?",Apollo,Aphrodite,Artemis,Athena,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0450,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,The greek god Poseidon was the god of what?,The Sea,War,Sun,Fire,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0451,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"According to the Egyptian Myth of Osiris, who murdered Osiris?",Set,Horus,Ra,Anhur,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0452,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,What was the punishment for Sysiphus's craftiness?,Cursed to roll a boulder up a hill for eternity.,"Tied to a boulder for eternity, being pecked by birds.",Standing in a lake filled with water he could not drink.,To fell a tree that regenerated after every axe swing.,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0453,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,This Greek goddess's name was chosen for the dwarf planet responsible for discord on Pluto's classification amongst astronomers.,Eris,Charon,Ceres,Dysnomia,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0454,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,Which of the following Mesopotamian mythological figures was NOT a deity?,Enkidu,Enki,Enlil,Enkimdu,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0455,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,Which Norse God has a horse named Sleipnir?,Odin,Thor,Frigg,Balder,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0456,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,What is the name of the Greek god of blacksmiths?,Hephaestus,Dyntos,Vulcan,Artagatus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0457,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,Which of the following is not one of the Greek Fates?,Narcissus,Clotho,Atropos,Lachesis,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0458,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"In Greek Mythology, who killed Achilles?",Paris,Hector,Helen,Pericles,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0459,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,Who is the Egyptian god of reproduction and lettuce?,Min,Menu,Mut,Meret,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0460,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,"Who in Greek mythology, who led the Argonauts in search of the Golden Fleece?",Jason,Castor,Daedalus,Odysseus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0461,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,Who is the God Loki's son? ,Fenrir ,Odin,Hel,Sigyn,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0462,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"The Maori hold that which island nation was founded by Kupe, who discovered it under a long white cloud?",New Zealand,Vanuatu,Fiji,Hawaii,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0463,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"Who is the father of Icarus, who flew too close to the sun?",Daedalus,Minos,Perseus,Zeus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0464,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,An Ankh is the Egyptian Hieroglyph for what?,Life,Love,Hatred,Poison,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0465,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,Which figure from Greek mythology traveled to the underworld to return his wife Eurydice to the land of the living?,Orpheus,Hercules,Perseus,Daedalus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0466,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,This Greek mythological figure is the god/goddess of battle strategy (among other things).,Athena,Ares,Artemis,Apollo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0467,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,A minotaur is half human half what?,Bull,Cow,Horse,Eagle,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0468,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"In Greek mythology, Persephone must return to the underworld because she had eaten what kind of seeds?",Pomegranate,Sunflower,Orange,Fig,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0469,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,"In most traditions, who was the wife of Zeus?",Hera,Aphrodite,Athena,Hestia,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0470,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,"In Greek mythology, who is the god of wine?",Dionysus,Hephaestus,Demeter,Apollo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0471,Open Trivia Database API,CC BY-SA 4.0,Mythology,medium,"In Norse Mythology, Baldr was killed by Loki with a magical spear made from what plant?",Mistletoe,Wolf's Bane,Buckthorn,Hemlock,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0472,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,How many heads does Cerberus have?,3,2,1,5,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0473,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,"According to Algonquian folklore, how does one transform into a Wendigo?",Participating in cannibalism.,Excessive mutilation of animal corpses.,Performing a ritual involving murder.,Drinking the blood of many slain animals.,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0474,Open Trivia Database API,CC BY-SA 4.0,Mythology,hard,Which of the following is NOT a god in Norse Mythology.,Jens,Loki,Tyr,Snotra,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0475,Open Trivia Database API,CC BY-SA 4.0,Mythology,easy,The ancient Roman god of war was commonly known as which of the following?,Mars,Jupiter,Juno,Ares,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0476,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Which two teams played in Super Bowl XLII?,The New York Giants & The New England Patriots,The Green Bay Packers & The Pittsburgh Steelers,The Philadelphia Eagles & The New England Patriots,The Seattle Seahawks & The Denver Broncos,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0477,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Who did Drew Brees pass in all time NFL passing yards in 2018?,Peyton Manning,Tom Brady,Dan Marino,Joe Montana,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0478,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Why was The Green Monster at Fenway Park was originally built?,To prevent viewing games from outside the park.,To make getting home runs harder.,To display advertisements.,To provide extra seating.,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0479,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Which African American is in part responsible for integrating  Major League baseball?,Jackie Robinson,Curt Flood,Roy Campanella,Satchell Paige,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0480,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,What city did the Lakers represent before relocating to Los Angeles?,Minneapolis,Philadelphia,Chicago,San Francisco,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0481,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who won the 2015 College Football Playoff (CFP) National Championship? ,Ohio State Buckeyes,Alabama Crimson Tide,Clemson Tigers,Wisconsin Badgers,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0482,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,What tool lends it's name to a last-stone advantage in an end in Curling?,Hammer,Wrench,Drill,Screwdriver,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0483,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,How many premier league trophies did Sir Alex Ferguson win during his time at Manchester United?,13,11,20,22,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0484,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Who won the UEFA Champions League in 2016?,Real Madrid C.F.,FC Bayern Munich,Atletico Madrid,Manchester City F.C.,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0485,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Which English football team is nicknamed 'The Tigers'?,Hull City,Cardiff City,Bristol City,Manchester City,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0486,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,"In Canadian football, scoring a rouge is worth how many points?",1,2,3,4,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0487,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which of the following Grand Slam tennis tournaments occurs LAST?,US Open,French Open,Wimbledon,Australian Open,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0488,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Who won the 2016 Formula 1 World Driver's Championship?,Nico Rosberg,Lewis Hamilton,Max Verstappen,Kimi Raikkonen,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0489,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Which country won the 2018 FIFA World Cup hosted in Russia?,France,Croatia,Belgium,England,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0490,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,"Prior to 2018, which car company is the only Japanese company which won the 24 Hours of Le Mans?",Mazda,Toyota,Subaru,Nissan,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0491,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,"Which player ""kung-fu kicked"" a Crystal Palace fan in January 1995?",Eric Cantona,David Seamen,Ashley Cole,Mark Hughes,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0492,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which of these countries' national teams qualified for the 2018 FIFA World Cup in Russia?,Tunisia,United States of America,Italy,Netherlands,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0493,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Which team won 2014 FIFA World Cup in Brazil?,Germany,Argentina,Brazil,Netherlands,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0494,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which nation hosted the FIFA World Cup in 2006?,Germany,United Kingdom,Brazil,South Africa,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0495,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who won the 2011 Stanley Cup?,Boston Bruins,Montreal Canadiens,New York Rangers,Toronto Maple Leafs,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0496,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Who scored the injury time winning goal in the 1999 UEFA Champions League final between Manchester United and Bayern Munich?,Ole Gunnar Solskjær,Dwight Yorke,Andy Cole,David Beckham,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0497,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,"What is the full name of the footballer ""Cristiano Ronaldo""?",Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo los Santos Diego,Cristiano Armando Diego Ronaldo,Cristiano Luis Armando Ronaldo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0498,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,With which doubles partner did John McEnroe have most success?,Peter Fleming,Mark Woodforde,Michael Stich,Mary Carillo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0499,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which of these English football clubs is based in Liverpool?,Everton,West Ham United,Crystal Palace,Arsenal,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0500,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who has played the most tournaments in the German national soccer team?,Lothar Matthäus,Miroslav Klose,Philipp Lahm,Oliver Kahn,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0501,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,"In Baseball, how many times does the ball have to be pitched outside of the strike zone before the batter is walked?",4,1,2,3,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0502,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who is regarded as the best Romanian footballer of all time?,Gheorghe Hagi,Cristian Chivu,Nicolae Dobrin,Gheorghe Popescu,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0503,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Which country hosted the 2022 FIFA World Cup?,Qatar,USA,Japan,Switzerland,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0504,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,"Who is often called ""the Maestro"" in the men's tennis circuit?",Roger Federer,Bill Tilden,Boris Becker,Pete Sampras,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0505,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Which female player won the gold medal of table tennis singles in 2016 Olympics Games?,DING Ning (China),LI Xiaoxia (China),Ai FUKUHARA (Japan),Song KIM (North Korea),A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0506,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,"Who won the 1994 San Marino Grand Prix, the race in which Ayrton Senna was killed?",Michael Schumacher,Nicola Larini,Gerhard Berger,Mika Häkkinen,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0507,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,"Which city did the former NHL team ""The Nordiques"" originiate from?",Quebec City,Houston,Montreal,New York,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0508,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,What is the exact length of one non-curved part in Lane 1 of an Olympic Track?,84.39m,100m,100yd,109.36yd,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0509,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Which is Kenesisa Bekele's personal best at marathon?,2:01:41,2:01:12,2:01:45,2:01:51,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0510,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Which city features all of their professional sports teams' jersey's with the same color scheme?,Pittsburgh,New York,Seattle,Tampa Bay,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0511,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which of these NHL teams have never moved since their inception?,St. Louis Blues,New Jersey Devils,Carolina Hurricanes,Dallas Stars,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0512,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who was the top scorer of the 2014 FIFA World Cup?,James Rodríguez,Thomas Müller,Lionel Messi,Neymar,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0513,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which darts player has won the most World Championship titles?,Phil Taylor,Michael van Gerwen,Raymond van Barneveld,Eric Bristow,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0514,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which of these jersey numbers has Shaquille O'Neal never worn?,35,36,33,32,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0515,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,What is the nickname of Northampton town's rugby union club?,Saints,Harlequins,Saracens,Wasps,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0516,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who was the first footballer to score 200 goals in the English Premier League?,Alan Shearer,Wayne Rooney,Robbie Fowler,Thierry Henry,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0517,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who was the British professional wrestler Shirley Crabtree better known as?,Big Daddy,Giant Haystacks,Kendo Nagasaki,Masambula,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
