id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
general2_0012,Muzîk,ku-kmr,"Di peyzajên çandî de, muzîk û huner çawa dikarin bi cografyayê re têkildar bibin?","Bi vegotineke ku têkiliya civakê bi hawirdor, dîrok û jiyana herêmê nîşan dide.",Bi rakirina hawirdorê ji hemû çalakiyên çandî.,Bi şertê ku huner divê tenê li muzeê bê pêşkêşkirin.,Bi şertê ku muzîk ji civakê bi tevahî cuda be.,A,"Peyzajê çandî têkiliya mirov û hawirdorê nîşan dide; muzîk û huner dikarin bîranîn, dîrok û jiyana vê têkiliyê vegotin.",3,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0013,Siyaset,ku-kmr,"Li gorî UNESCO, zimanpirrî çawa beşdarbûna civakî zêde dike?",Bi hêsankirina gihiştina agahiyê û bikaranîna zimanên xwecihî di jiyana giştî û dîjîtal de.,Bi şertê ku tenê yek ziman bê bikaranîn.,Bi kêmkirina gihiştina komên marjînal bo agahiyê.,Bi rakirina zimanên xwecihî ji jiyana giştî.,A,"UNESCO zimanpirrî bi beşdarbûn, gihiştina agahiyê, parastina mirasê û hêzkirina komên marjînal û gelên xwecihî re girê dide.",2,Multilingualism and Linguistic Diversity – UNESCO,https://www.unesco.org/en/multilingualism-linguistic-diversity?hub=67103,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0014,Siyaset,ku-kmr,"Li gorî UNESCO, armanca sereke ya siyaseta çandî-diversîteyê çi ye?",Parastin û pêşxistina cûrbecûrbûna çandî û avakirina dialoga navçandî.,Avakirina yek rêbazê çandî ji bo hemû gelan.,Rakirina çandên herêmî ji jiyana giştî.,Cudakirina komên çandî ji hev.,A,"UNESCO parastina cûrbecûrbûna çandî, dialoga navçandî û rêzgirtina ji derbirînên cuda wekî armancên sereke dide naskirin.",3,Culture and Cultural Diversity – UNESCO,https://www.unesco.org/en/culture?language=en,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0015,Paradigma,ku-kmr,"Li gorî rêberiya UNESCO ya perwerdehiya navçandî, çima cudahiya çandî divê bi hêz û şertên civakî re bê xwendin?",Ji ber ku komên çandî her tim bi awayekî wekhev gihiştina hêz û derbirînê nînin.,Ji ber ku çand qet bi siyaset û aboriyê re têkildar nîne.,Ji ber ku hemû komên civakî di hemû şertan de heman imkan hene.,Ji ber ku cudahiya çandî tenê mijareke muzîkê ye.,A,Rêberiya UNESCO balê dikişîne ser vê yekê ku komên çandî ne her tim gihiştina wekhev bi hêz û derbirîna xwe hene; ji ber vê yekê şertên civakî jî girîng in.,3,Guidelines on Intercultural Education – UNESCO,https://unesdoc.unesco.org/in/rest/annotationSVC/DownloadWatermarkedAttachment/attach_import_c86aa337-73af-4adb-bbe3-f7ae0e8126cc?_=147878eng.pdf,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general2_0016,Paradigma,ku-kmr,"Di xwendina cîhanî ya halk hareketan de, çima divê serpêhatiya komên herêmî bê guhdarîkirin?",Ji ber ku zanîn û bîranîna koman dikare aliyên dîrokê nîşan bide ku ji çavkaniyên navendî re ne xuya ne.,Ji ber ku çavkaniyên herêmî hemû caran bê xeletî ne.,Ji ber ku çavkaniyên navendî qet ne girîng in.,Ji ber ku dîrok tenê bi serpêhatiya yek kesî tê nivîsandin.,A,Guhdarîkirina dengên herêmî dibe ku dîrokê berfirehtir bike; ev ne tê wateya ku hemû çavkaniyek bê rexne bê qebûlkirin.,3,Comparative cultural-history framing – UNESCO,https://whc.unesco.org/document/6856,PENDING_EDITORIAL_APPROVAL,"Genel kültürden, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0001,Cografya,ku-kmr,"Di pergala rojê de, kîjan gerstêrk herî germ e, her çend Merkûr ji Rojê re nêzîktir be?",Venûs.,Merkûr.,Erd.,Mars.,A,"NASA dibêje Venûs gerstêrka herî germ a pergala rojê ye, her çend Merkûr ji Rojê re nêzîktir be.",1,Solar System Facts – NASA,https://science.nasa.gov/solar-system/solar-system-facts/,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0002,Cografya,ku-kmr,"Di pergala rojê de, kîjan gerstêrk herî mezin e?",Jupiter.,Saturn.,Erd.,Neptûn.,A,"Li gorî NASA, Jupiter gerstêrka herî mezin a pergala rojê ye.",1,About the Planets – NASA,https://science.nasa.gov/solar-system/planets/,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0003,Cografya,ku-kmr,"Di nav gerstêrkên pergala rojê de, kîjan çar gerstêrk wekî gerstêrkên zexm tên binavkirin?","Merkûr, Venûs, Erd û Mars.","Jupiter, Saturn, Uranus û Neptûn.","Erd, Jupiter, Saturn û Pluto.","Venûs, Mars, Uranus û Erîs.",A,"NASA çar gerstêrkên nêzîkî Rojê wekî gerstêrkên zexm dide naskirin: Merkûr, Venûs, Erd û Mars.",2,About the Planets – NASA,https://science.nasa.gov/solar-system/planets/,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0004,Cografya,ku-kmr,Rûyê Erdê bi qasî çend ji sedî ji aliyê okyanûsan ve tê nixumandin?,70 ji sedî.,10 ji sedî.,30 ji sedî.,95 ji sedî.,A,UNESCO dibêje okyanûs nêzîkî 70 ji sedî rûyê gerstêrka Erdê nixumîne.,2,Ocean Biodiversity – UNESCO,https://www.unesco.org/en/query-list/o/ocean-biodiversity,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0005,Ziman,ku-kmr,"Li gorî UNESCO, çima amûrên teknolojiyê yên zimanî dikarin zimanên kêm-bikarhatî alîkar bikin?",Ji ber ku dikarin gihiştina agahiyê bi zimanên xwecihî û beşdarbûna dîjîtal zêde bikin.,Ji ber ku hemû zimanên kêm-bikarhatî ji internetê derdixin.,Ji ber ku tenê yek ziman ji bo teknolojiyê qebûl dikin.,Ji ber ku zimanê axaftinê ji nivîsê bi tevahî cuda dikin.,A,UNESCO dibêje teknolojiyên zimanî dikarin gihiştina agahiyê bi zimanên xwecihî û beşdarbûna wekhev di qada dîjîtal de zêde bikin.,2,Multilingualism and Linguistic Diversity – UNESCO,https://www.unesco.org/en/multilingualism-linguistic-diversity?hub=67103,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0006,Ziman,ku-kmr,"Li gorî NASA, peyva «exoplanet» çi dide naskirin?",Gerstêrkek ku li derveyî pergala rojê li dora stêrkekî din digere.,Gerstêrkek ku tenê di nav rojekê de ye.,Navê din ê gerstêrka Erdê ye.,Asteroîdek ku li dora Mêjûyê digere.,A,NASA exoplanetan wekî gerstêrkên li derveyî pergala rojê dide pênasekirin ku bi gelemperî li dora stêrkên din digerin.,3,Planetary Systems – NASA,https://science.nasa.gov/universe/stars/planetary-system/,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0007,Ziman,ku-kmr,"Li gorî WHO, vaksîn çawa pergala berevaniyê ya laşê perwerde dike?",Bi naskirina antîjenê û çêkirina antîbodiyan ku laş ji bo pêşerojê amade dikin.,Bi rakirina hemû hucreyên laşê.,Bi şertê ku nexweşî bi temamî were dayîn.,Bi guhertina zimanê laşê.,A,"WHO dibêje vaksîn pergala berevaniyê perwerde dike ku antîjenê nas bike, antîbodi çêbike û bîr bîne ka li dijî enfeksiyonê çawa berevanî bike.",2,What is Vaccination? – WHO,https://www.who.int/news-room/questions-and-answers/item/vaccines-and-immunization-what-is-vaccination,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0008,Çand,ku-kmr,"Li gorî UNESCO, cûrbecûrbûna jiyana di okyanûsan de çi dihewîne?","Cûrbecûrbûna di nav cûreyan, di hundirê cûreyan û di ekosîsteman de.",Tenê hejmarên masiyan di yek deryayê de.,Tenê şiklên kevirên li binê avê.,Tenê rengên avê di demsalê de.,A,"UNESCO biodiversîteya okyanûsê bi cûrbecûrbûna di nav cûreyan, di hundirê cûreyan û di ekosîsteman de pênase dike.",2,Ocean Biodiversity – UNESCO,https://www.unesco.org/en/query-list/o/ocean-biodiversity,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0009,Çand,ku-kmr,"Di peyzajên çandî de, çima têkiliya mirov û hawirdorê wekî beşeke çandê tê dîtin?","Ji ber ku jiyana civakî, karên erdê û bawerî dikarin li ser hawirdorê şop û wate bihêlin.",Ji ber ku çand tenê di muzeyê de tê dîtin.,Ji ber ku mirov qet hawirdorê naguherînin.,Ji ber ku peyzajên çandî tenê bi avahiyên mezin ve têne pênasekirin.,A,"UNESCO peyzajên çandî wekî karê hevparê mirov û xwezayê dide pênasekirin ku tê de karên erdê, civak û bawerî dikarin xuya bibin.",3,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0010,Çand,ku-kmr,"Di dema veguhastina mirasa devkî de, çima çîrok dikare di her performansê de hinekî biguhere?","Ji ber ku vegotin têkeliya dubarekirin, afirandin û improvîzasyonê dihewîne.",Ji ber ku çîrok divê her tim bê deng were nivîsandin.,Ji ber ku civak çîrokan qet naguhere.,Ji ber ku performans ji çîrokê cuda ye.,A,"UNESCO dibêje kevneşopiyên devkî di veguhastinê de dikarin dubarekirin, afirandin û improvîzasyonê bi hev re dihewînin.",2,Oral Traditions and Expressions – UNESCO,https://ich.unesco.org/en/oral-traditions-and-expressions-00053,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0011,Paradigma,ku-kmr,"Li gorî IPCC, di guherîna avhewaya dawî de bandora mirovan çawa tê nirxandin?",Delîlên zanistî bandoreke mirovan li ser guherîna avhewaya dawî nîşan didin.,Bandora mirovan bi temamî nayê lêkolînkirin.,Guherîna avhewayê tenê ji hereketên Rojê pêk tê.,IPCC dibêje avhewa qet naguherî.,A,IPCC di raporên xwe de delîlên bandora mirovan li ser guherîna avhewaya dawî dide nîşandan.,2,Climate Change 2021 – IPCC,https://www.ipcc.ch/report/ar6/wg1/downloads/report/IPCC_AR6_WGI_SummaryVolume.pdf,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0012,Paradigma,ku-kmr,"Li gorî IPCC, çima şert e ku dîroka avhewayê bi daneyên zanistî bê lêkolînkirin?",Ji bo ku bandorên xwezayî û yên ji aliyê mirovan ve bi delîlên pîvanbar werin veqetandin.,Ji bo ku hemû nêrînên zanistî bê delîl wekhev bên pejirandin.,Ji bo ku daneyên avhewayê ji civakê ve bêne veşartin.,Ji bo ku pêşbîniya avhewayê bi dîrokê re qet neyê girêdan.,A,Lêkolîna zanistî daneyan dike bingeh da ku sedem û bandorên guherîna avhewayê bi awayekî berawirdkar bêne nirxandin.,3,Climate Change 2021 – IPCC,https://www.ipcc.ch/report/ar6/wg1/downloads/report/IPCC_AR6_WGI_SummaryVolume.pdf,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0013,Paradigma,ku-kmr,"Li gorî WHO, armanca sereke ya vaksînê çi ye?","Parastina pêşî ji nexweşiyên zirardar, berî ku kes bi wan re rû bi rû bibe.",Dermankirina her nexweşiyê piştî ku çêbûye.,Rakirina hewcedariya hemû karên tenduristiyê.,Guhertina hemû enfeksiyonan bo nexweşiyên sivik.,A,WHO vaksînê wekî rêbazeke ewle û bi bandor ji bo parastina pêşî li hember nexweşiyan dide pênasekirin.,2,What is Vaccination? – WHO,https://www.who.int/news-room/questions-and-answers/item/vaccines-and-immunization-what-is-vaccination,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0014,Paradigma,ku-kmr,"Di zanistê de, çima divê encamên lêkolînê ji çavkaniya wan re bên girêdan?","Ji bo ku kes bikare rêbaz, delîl û sînorên encamê binirxîne.",Ji ber ku navê zanistvanê tenê bes e.,Ji ber ku encamên zanistî qet naguhere.,Ji ber ku delîl û rêbaz di zanistê de ne girîng in.,A,"Girêdana encamê bi çavkaniya wê re dihêle rêbaz, delîl û sînorên lêkolînê bêne kontrolkirin û bi rexneyekî zanistî bêne nirxandin.",3,General scientific reasoning – IPCC/WHO method context,https://www.ipcc.ch/report/ar6/wg1/downloads/report/IPCC_AR6_WGI_SummaryVolume.pdf,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0015,Cografya,ku-kmr,"Li gorî NASA, Erd di nav gerstêrkên pergala rojê de kîjan taybetmendiyê bi awayekî taybet nîşan dide?",Ew tenê gerstêrka ku em li ser rûyê wê avêya şil dizanin e.,Ew gerstêrka herî dûr ji Rojê ye.,Ew yekane gerstêrka bê atmosfer e.,Ew gerstêrka herî mezin a pergala rojê ye.,A,NASA dibêje Erd yekane gerstêrka pergala rojê ye ku em li ser rûyê wê avêya şil dizanin.,2,Facts About Earth – NASA,https://science.nasa.gov/earth/facts/,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0016,Cografya,ku-kmr,Pergala rojê bi qasî çend salan hewce dike ku carekê li dora navenda Rêya Şîrî bigere?,Nêzîkî 230 milyon sal.,Nêzîkî 230 sal.,"Nêzîkî 4,6 milyar sal.",Nêzîkî 365 roj.,A,NASA dide nîşandan ku pergala rojê nêzîkî 230 milyon salan hewce dike da ku carekê li dora navenda galaksîya Rêya Şîrî bigere.,3,Solar System Facts – NASA,https://science.nasa.gov/solar-system/solar-system-facts/,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0017,Siyaset,ku-kmr,"Li gorî UNESCO, parastina zimanên xwecihî bi kîjan mafê civakî re têkildar e?","Bi mafê gihiştina agahî, perwerde û jiyana giştî bi zimanê ku kes hilbijêre.",Bi qedexeya bikaranîna zimanê dayikê.,Bi şertê ku zimanên xwecihî tenê di malê de bên bikaranîn.,Bi rakirina zimanên xwecihî ji perwerdehiyê.,A,"UNESCO mafê axaftin û afirandinê bi zimanê hilbijartî, bi taybetî zimanê dayikê, bi gihiştina perwerde û jiyana çandî re girê dide.",2,Language Policy – UNESCO,https://ich.unesco.org/doc/src/Language_policy_EN.pdf?t=1529081349,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general3_0018,Siyaset,ku-kmr,"Di parastina okyanûsan de, çima daneyên vekirî yên zanistî dikarin girîng bin?",Ji bo ku lêkolîner û civak dikarin rewşa cûrbecûrbûna jiyanê bi hev re bişopînin û biryarên baştir bidin.,Ji bo ku daneyên okyanûsê ji hemû kesan re bêne veşartin.,Ji bo ku tenê yek sazî karibe li ser okyanûsê biryar bide.,Ji bo ku cûrbecûrbûna jiyanê ji lêkolînê were derxistin.,A,"UNESCO li ser girîngiya berhevkirin, parastin û gihiştina vekirî bo daneyên cûrbecûrbûna okyanûsê raweste.",3,Ocean Biodiversity – UNESCO,https://www.unesco.org/en/query-list/o/ocean-biodiversity,PENDING_EDITORIAL_APPROVAL,"Bilim ve gündelik yaşam genel kültüründen, kapsayıcı ve kaynaklı biçimde elle yazıldı; ikinci editoryal kontrol bekliyor."
general4_0001,Edebiyat,ku-kmr,"Di edebiyatê de, epîk bi gelemperî çi cure nivîsê ye?",Helbesteke dirêj a vegotinî ku li ser karekî girîng û lehengiyê disekine.,Raporêkî zanistî ku tenê bi hejmaran hatiye nivîsandin.,Nivîsara kurt a ku tenê peyama bazirganiyê dide.,Dîyalogek bê çîrok û bê karakter.,A,Poetry Foundation epîkê wekî helbesteke dirêj a vegotinî dide pênasekirin ku leheng di kareke girîng a mîtolojîk an dîrokî de beşdar dibe.,1,Epic – Poetry Foundation,https://www.poetryfoundation.org/categories/epic,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0002,Edebiyat,ku-kmr,Çima çîrokên epîk dikarin ji bo naskirina bîra civakî girîng bin?,"Ji ber ku dikarin dîrok, nirx û nêrînên civakekê di nav vegotinê de bigihînin nifşên din.",Ji ber ku hemû çîrokên epîk belgeyên fermî yên dewletê ne.,Ji ber ku epîk tenê li ser cografyaya fizîkî diaxive.,Ji ber ku di epîkê de kesayetî û civak qet nayên nîqaşkirin.,A,"Vegotina epîk dikare bîr, nirx û nêrînên civakî hilgire; lê divê ji belgeyên dîrokî re bi rexneyekî berawirdkar bê xwendin.",2,Epic – Poetry Foundation,https://www.poetryfoundation.org/categories/epic,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0003,Edebiyat,ku-kmr,"Li gorî Poetry Foundation, çima navê Homer bi kevneşopiya devkî re tê girêdan?",Ji ber ku Îlyada û Odîseya bi kevneşopiyekê re têkildar in ku ji aliyê gelek vegêran ve hatiye parastin û guhertin.,Ji ber ku Homer nivîskarê hemû pirtûkên kevn ên Yewnanî ye.,Ji ber ku ew tenê nivîskarê romana nûjen bû.,Ji ber ku li ser jiyana wî hemû belge bi awayekî bê nîqaş hene.,A,Poetry Foundation diyar dike ku di derbarê Homer de agahî kêm e û Îlyada û Odîseya bi kevneşopiyeke devkî û gelek vegêran re têkildar in.,2,Homer – Poetry Foundation,https://www.poetryfoundation.org/poets/homer,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0004,Edebiyat,ku-kmr,UNESCO çima pirtûk û çîrokan ji bo cûrbecûrbûna çandî girîng dibîne?,"Ji ber ku ew dikarin di navbera nifş, civak û çandên cuda de têgihiştin û parvekirina zanînê pêş bixin.",Ji ber ku pirtûk tenê ji bo bazirganiyê hatine çêkirin.,Ji ber ku çîrok divê tenê bi yek ziman bêne nivîsandin.,Ji ber ku xwendin bi jiyana civakî re têkildar nîne.,A,"UNESCO pirtûk û çîrokan wekî amûrên ramîn, fêrbûn, parastina mîrasê û girêdana çandên cuda dide naskirin.",2,World Book Capital – UNESCO,https://www.unesco.org/en/world-book-capital,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0005,Muzîk,ku-kmr,"Li gorî UNESCO, muzîk di civakan de bi gelemperî çi rolê heye?","Dikare beşeke merasîm, festîval, kevneşopiya devkî û jiyana civakî be.",Tenê di salonên konserê de tê bikaranîn.,Tenê ji bo hestên kesane ye û rola civakî nîne.,Divê ji hemû çandên din bê veqetandin.,A,"UNESCO muzîkê hunereke gerdûnî dibîne ku gelek caran bi merasîm, bûyerên festîvalî û kevneşopiyên devkî re têkildar e.",1,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0006,Muzîk,ku-kmr,"Di muzîkê de, çima stran dikare dîroka civakekê bigihîne nifşên nû?","Ji ber ku gotin, melodi û performans dikarin bûyer, hest û bîra civakî hilgirin.",Ji ber ku hemû stran belgeyên dadgehê ne.,Ji ber ku muzîk tenê bi amûrên lêdanê tê çêkirin.,Ji ber ku stran divê bê gotin û bê wate be.,A,UNESCO balê dikişîne ser aliyê muzîkê yê civakî û dîrokî; stran dikare bîra civakê bi awayekî zindî biparêze.,2,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0007,Muzîk,ku-kmr,"Di arşîva Library of Congress de, çi taybetmendî jazzê bi awayekî berbiçav nîşan dide?","Jazz di navbera performans, tomarkirin û dîroka civakî de wekî mîraseke muzîkî tê parastin.",Jazz tenê wekî muzîka bê arşîv hatiye dîtin.,Jazz ji stran û performansê bêpar e.,Arşîv tenê notên muzîkê yên sedsala navîn hildigre.,A,"Library of Congress koleksiyonên tomarkirî, belge û çavkaniyên dîrokî yên jazzê wekî beşek ji dîroka muzîk û civakê nîşan dide.",2,Jazz – Library of Congress,https://www.loc.gov/collections/songs-of-america/articles-and-essays/musical-styles/popular-songs-of-the-day/jazz/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0008,Muzîk,ku-kmr,Çima tomarkirina dengê hunermendan ji bo lêkolîna dîroka muzîkê girîng e?,"Ji ber ku deng, şêwaz û vegotina hunermendê wekî delîlên zindî dikare were dîtin.",Ji ber ku tomarkirin her carê performansê bê wate dike.,Ji ber ku deng dikare tenê di muzeyê de bê guhdarîkirin.,Ji ber ku tomarkirin qet nikare çandê nîşan bide.,A,"Tomarkirinên dîrokî hem performansê diparêzin hem jî rê didin lêkolîneran ku şêwaz, deng û şertên civakî binirxînin.",3,Mister Jelly Roll – Library of Congress,https://www.loc.gov/item/2021687989/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0009,Dîrok,ku-kmr,"Li gorî National Archives, Qanûna Mafên Sivîl a Dewletên Yekbûyî ya 1964-an çi qedexe kir?","Cudahîkirina li cihên giştî û cudahîkarî di karûbarê de li ser bingehên wekî nijad, ol û neteweyî.",Hemû rêxistinên civakî ji bo her kesê qedexe kir.,Hemû zimanên cuda ji dibistanan derxist.,Tenê rêwîtiya navbera eyaletan qedexe kir.,A,"National Archives diyar dike ku qanûnê cudahîkarî li cihên giştî, dibistan û karûbarê li ser bingehên wekî nijad, reng, ol û eslê neteweyî qedexe kir.",1,Civil Rights Act of 1964 – National Archives,https://www.archives.gov/milestone-documents/civil-rights-act,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0010,Dîrok,ku-kmr,Qanûna Mafên Sivîl a 1964-an çima ji bo dîroka wekheviyê bûyereke girîng tê hesibandin?,Ji ber ku parastina li hember cudahîkarî di çend qadên jiyana giştî de bi qanûnê ve girê da.,Ji ber ku tenê navê qanûnan guhert.,Ji ber ku mafên mirovan ji jiyana giştî derxist.,Ji ber ku tenê li ser perwerdeya hunerî rawesta.,A,"Qanûnê cudahîkarî li cihên giştî, perwerde û karûbarê hedef girt; ji ber vê yekê bandora wê ji yek qada taybet mezintir bû.",2,Civil Rights Act of 1964 – National Archives,https://www.archives.gov/milestone-documents/civil-rights-act,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0011,Dîrok,ku-kmr,Koleksiyona Civil Rights History Project ya Library of Congress bi kîjan rêbazê bîra dîrokî berfireh dike?,Bi tomarkirina hevpeyvînên devkî û parastina tecrûbeyên kesên ku beşdarî têkoşînê bûne.,Bi rakirina şahidiyên kesane ji lêkolînê.,Bi tenê berhevkirina wêneyên bê nav.,Bi qedexekirina gihiştina giştî bi arşîvê.,A,Library of Congress dibêje projeyê hevpeyvînên devkî û materyalên kesên beşdarî têkoşîna mafên sivîl bûne berhev dike.,2,Civil Rights History Project – Library of Congress,https://www.loc.gov/collections/civil-rights-history-project/about-this-collection/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0012,Dîrok,ku-kmr,"Di xwendina dîrokê de, çima hevpeyvîna devkî divê bi çavkaniyên din re bê berawirdkirin?","Ji bo ku bîra kesane bi belge, dîroka bûyeran û çavkaniyên cuda re were nirxandin.",Ji ber ku hevpeyvîn her tim ji belgeyê rasttir e.,Ji ber ku çavkaniyên nivîskî qet wateyên kesane nagirin.,Ji ber ku berawirdkirin di lêkolîna dîrokê de ne pêwîst e.,A,Hevpeyvîna devkî bîra kesane dide; berawirdkirina wê bi çavkaniyên din re hem hêza wê hem jî sînorên wê nîşan dide.,3,Civil Rights History Project – Library of Congress,https://www.loc.gov/collections/civil-rights-history-project/about-this-collection/,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general4_0013,Siyaset,ku-kmr,UNESCO çima mafê xwendin û nivîsandinê bi jiyana demokratîk re girîng dibîne?,"Ji ber ku xwendin û nivîsandin gihiştina agahiyê, beşdarbûn û derbirîna azad hêsantir dike.",Ji ber ku xwendin tenê ji bo karê bazirganiyê ye.,Ji ber ku nivîsandin divê ji civakê re bê veqetandin.,Ji ber ku mafê xwendinê tenê ji bo kesên pispor e.,A,"UNESCO xwendin û nivîsandin bi mafê agahiyê, fêrbûna domdar, beşdarbûn û derbirîna azad re girê dide.",2,World Book Capital – UNESCO,https://www.unesco.org/en/world-book-capital,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
